,id,team_one,team_two,stage,winner,date
260,13133,London Spitfire,Philadelphia Fusion,Overwatch League Inaugural Season Championship,London Spitfire,2018-07-27
261,13134,London Spitfire,Philadelphia Fusion,Overwatch League Inaugural Season Championship,London Spitfire,2018-07-28
262,21211,Philadelphia Fusion,London Spitfire,Overwatch League Stage 1,Philadelphia Fusion,2019-02-15
263,21221,New York Excelsior,Boston Uprising,Overwatch League Stage 1,New York Excelsior,2019-02-15
264,21231,Seoul Dynasty,Los Angeles Gladiators,Overwatch League Stage 1,Seoul Dynasty,2019-02-15
265,21176,Shanghai Dragons,Hangzhou Spark,Overwatch League Stage 1,Hangzhou Spark,2019-02-15
266,21177,Toronto Defiant,Houston Outlaws,Overwatch League Stage 1,Toronto Defiant,2019-02-16
267,21241,Atlanta Reign,Florida Mayhem,Overwatch League Stage 1,Atlanta Reign,2019-02-16
268,21126,Dallas Fuel,San Francisco Shock,Overwatch League Stage 1,San Francisco Shock,2019-02-16
269,21212,Chengdu Hunters,Guangzhou Charge,Overwatch League Stage 1,Chengdu Hunters,2019-02-16
270,21209,London Spitfire,Paris Eternal,Overwatch League Stage 1,Paris Eternal,2019-02-16
271,21127,Washington Justice,New York Excelsior,Overwatch League Stage 1,New York Excelsior,2019-02-16
272,21251,Los Angeles Valiant,Hangzhou Spark,Overwatch League Stage 1,Hangzhou Spark,2019-02-16
273,21222,Vancouver Titans,Shanghai Dragons,Overwatch League Stage 1,Vancouver Titans,2019-02-17
274,21213,Houston Outlaws,Boston Uprising,Overwatch League Stage 1,Boston Uprising,2019-02-17
275,21261,Philadelphia Fusion,Atlanta Reign,Overwatch League Stage 1,Philadelphia Fusion,2019-02-17
276,21128,San Francisco Shock,Los Angeles Gladiators,Overwatch League Stage 1,Los Angeles Gladiators,2019-02-18
277,21271,Seoul Dynasty,Dallas Fuel,Overwatch League Stage 1,Dallas Fuel,2019-02-18
278,21210,Washington Justice,London Spitfire,Overwatch League Stage 1,London Spitfire,2019-02-22
279,21232,Philadelphia Fusion,Florida Mayhem,Overwatch League Stage 1,Florida Mayhem,2019-02-22
280,21272,Guangzhou Charge,Dallas Fuel,Overwatch League Stage 1,Guangzhou Charge,2019-02-22
281,21233,Seoul Dynasty,Chengdu Hunters,Overwatch League Stage 1,Seoul Dynasty,2019-02-22
282,21178,Atlanta Reign,Toronto Defiant,Overwatch League Stage 1,Atlanta Reign,2019-02-23
283,21242,New York Excelsior,Los Angeles Valiant,Overwatch League Stage 1,New York Excelsior,2019-02-23
284,21281,Shanghai Dragons,Boston Uprising,Overwatch League Stage 1,Shanghai Dragons,2019-02-23
285,21179,Houston Outlaws,Hangzhou Spark,Overwatch League Stage 1,Houston Outlaws,2019-02-23
286,21243,Los Angeles Gladiators,Paris Eternal,Overwatch League Stage 1,Paris Eternal,2019-02-23
287,21282,Philadelphia Fusion,Dallas Fuel,Overwatch League Stage 1,Dallas Fuel,2019-02-23
288,21291,Vancouver Titans,Guangzhou Charge,Overwatch League Stage 1,Vancouver Titans,2019-02-23
289,21234,Chengdu Hunters,Florida Mayhem,Overwatch League Stage 1,Chengdu Hunters,2019-02-24
290,21301,Hangzhou Spark,London Spitfire,Overwatch League Stage 1,London Spitfire,2019-02-24
291,21235,New York Excelsior,Houston Outlaws,Overwatch League Stage 1,New York Excelsior,2019-02-24
292,21180,Toronto Defiant,Los Angeles Valiant,Overwatch League Stage 1,Toronto Defiant,2019-02-24
293,21244,Vancouver Titans,San Francisco Shock,Overwatch League Stage 1,Vancouver Titans,2019-02-25
294,21252,Washington Justice,Philadelphia Fusion,Overwatch League Stage 1,Philadelphia Fusion,2019-03-01
295,21223,Seoul Dynasty,Boston Uprising,Overwatch League Stage 1,Boston Uprising,2019-03-01
296,21214,Florida Mayhem,Guangzhou Charge,Overwatch League Stage 1,Guangzhou Charge,2019-03-01
297,21262,San Francisco Shock,Hangzhou Spark,Overwatch League Stage 1,San Francisco Shock,2019-03-01
298,21129,Los Angeles Gladiators,London Spitfire,Overwatch League Stage 1,London Spitfire,2019-03-02
299,21253,Toronto Defiant,New York Excelsior,Overwatch League Stage 1,New York Excelsior,2019-03-02
300,21224,Vancouver Titans,Los Angeles Valiant,Overwatch League Stage 1,Vancouver Titans,2019-03-02
301,21215,Shanghai Dragons,Chengdu Hunters,Overwatch League Stage 1,Shanghai Dragons,2019-03-02
302,21263,Paris Eternal,Atlanta Reign,Overwatch League Stage 1,Atlanta Reign,2019-03-02
303,21130,Florida Mayhem,Houston Outlaws,Overwatch League Stage 1,Houston Outlaws,2019-03-02
304,21273,San Francisco Shock,Washington Justice,Overwatch League Stage 1,San Francisco Shock,2019-03-02
305,21245,Shanghai Dragons,Dallas Fuel,Overwatch League Stage 1,Dallas Fuel,2019-03-03
306,21302,Boston Uprising,Toronto Defiant,Overwatch League Stage 1,Toronto Defiant,2019-03-03
307,21254,Hangzhou Spark,Los Angeles Gladiators,Overwatch League Stage 1,Hangzhou Spark,2019-03-03
308,21225,Los Angeles Valiant,Guangzhou Charge,Overwatch League Stage 1,Guangzhou Charge,2019-03-03
309,21264,New York Excelsior,Seoul Dynasty,Overwatch League Stage 1,New York Excelsior,2019-03-04
310,21292,Atlanta Reign,Los Angeles Gladiators,Overwatch League Stage 1,Los Angeles Gladiators,2019-03-08
311,21246,Los Angeles Valiant,Philadelphia Fusion,Overwatch League Stage 1,Philadelphia Fusion,2019-03-08
312,21283,Toronto Defiant,Chengdu Hunters,Overwatch League Stage 1,Toronto Defiant,2019-03-08
313,21303,Paris Eternal,Vancouver Titans,Overwatch League Stage 1,Vancouver Titans,2019-03-09
314,21255,New York Excelsior,San Francisco Shock,Overwatch League Stage 1,New York Excelsior,2019-03-09
315,21226,Dallas Fuel,Shanghai Dragons,Overwatch League Stage 1,Dallas Fuel,2019-03-09
316,21216,Los Angeles Valiant,Houston Outlaws,Overwatch League Stage 1,Houston Outlaws,2019-03-09
317,21265,Seoul Dynasty,Washington Justice,Overwatch League Stage 1,Seoul Dynasty,2019-03-09
318,21311,Guangzhou Charge,Los Angeles Gladiators,Overwatch League Stage 1,Los Angeles Gladiators,2019-03-09
319,21284,Hangzhou Spark,Toronto Defiant,Overwatch League Stage 1,Toronto Defiant,2019-03-10
320,21236,Paris Eternal,San Francisco Shock,Overwatch League Stage 1,San Francisco Shock,2019-03-10
321,21266,London Spitfire,Shanghai Dragons,Overwatch League Stage 1,Shanghai Dragons,2019-03-10
322,21312,Florida Mayhem,Boston Uprising,Overwatch League Stage 1,Boston Uprising,2019-03-10
323,21274,Vancouver Titans,Chengdu Hunters,Overwatch League Stage 1,Vancouver Titans,2019-03-11
324,21227,Washington Justice,Paris Eternal,Overwatch League Stage 1,Paris Eternal,2019-03-16
325,21217,London Spitfire,Seoul Dynasty,Overwatch League Stage 1,Seoul Dynasty,2019-03-16
326,21267,Boston Uprising,Dallas Fuel,Overwatch League Stage 1,Boston Uprising,2019-03-16
327,21304,Atlanta Reign,Chengdu Hunters,Overwatch League Stage 1,Chengdu Hunters,2019-03-17
328,21256,Philadelphia Fusion,Paris Eternal,Overwatch League Stage 1,Philadelphia Fusion,2019-03-17
329,21228,Washington Justice,Florida Mayhem,Overwatch League Stage 1,Washington Justice,2019-03-17
330,21218,Houston Outlaws,Atlanta Reign,Overwatch League Stage 1,Atlanta Reign,2019-03-17
331,21268,Guangzhou Charge,Vancouver Titans,Overwatch League Stage 1,Vancouver Titans,2019-03-18
332,20301,Seoul Dynasty,New York Excelsior,Overwatch League Stage 1 Title Matches,Seoul Dynasty,2019-03-22
333,20302,Boston Uprising,Vancouver Titans,Overwatch League Stage 1 Title Matches,Vancouver Titans,2019-03-22
334,20303,Atlanta Reign,Philadelphia Fusion,Overwatch League Stage 1 Title Matches,Philadelphia Fusion,2019-03-23
335,20304,San Francisco Shock,Toronto Defiant,Overwatch League Stage 1 Title Matches,San Francisco Shock,2019-03-23
336,20305,Seoul Dynasty,Vancouver Titans,Overwatch League Stage 1 Title Matches,Vancouver Titans,2019-03-23
337,20307,San Francisco Shock,Philadelphia Fusion,Overwatch League Stage 1 Title Matches,San Francisco Shock,2019-03-23
338,20306,San Francisco Shock,Vancouver Titans,Overwatch League Stage 1 Title Matches,Vancouver Titans,2019-03-24
339,21313,Philadelphia Fusion,New York Excelsior,Overwatch League Stage 2,New York Excelsior,2019-04-04
340,21293,Boston Uprising,Atlanta Reign,Overwatch League Stage 2,Boston Uprising,2019-04-05
341,21219,Shanghai Dragons,Los Angeles Gladiators,Overwatch League Stage 2,Los Angeles Gladiators,2019-04-05
342,21294,Guangzhou Charge,Paris Eternal,Overwatch League Stage 2,Paris Eternal,2019-04-05
343,21237,London Spitfire,Florida Mayhem,Overwatch League Stage 2,London Spitfire,2019-04-05
344,21275,Washington Justice,Toronto Defiant,Overwatch League Stage 2,Toronto Defiant,2019-04-06
345,21238,Los Angeles Valiant,San Francisco Shock,Overwatch League Stage 2,San Francisco Shock,2019-04-06
346,21321,Los Angeles Gladiators,Seoul Dynasty,Overwatch League Stage 2,Los Angeles Gladiators,2019-04-06
347,21247,Florida Mayhem,Philadelphia Fusion,Overwatch League Stage 2,Philadelphia Fusion,2019-04-06
348,21305,Toronto Defiant,Boston Uprising,Overwatch League Stage 2,Boston Uprising,2019-04-06
349,21229,New York Excelsior,Shanghai Dragons,Overwatch League Stage 2,New York Excelsior,2019-04-06
350,21220,Chengdu Hunters,Paris Eternal,Overwatch League Stage 2,Chengdu Hunters,2019-04-07
351,21269,San Francisco Shock,Guangzhou Charge,Overwatch League Stage 2,San Francisco Shock,2019-04-07
352,21276,Atlanta Reign,London Spitfire,Overwatch League Stage 2,London Spitfire,2019-04-07
353,21295,Vancouver Titans,Hangzhou Spark,Overwatch League Stage 2,Vancouver Titans,2019-04-07
354,21239,Washington Justice,Chengdu Hunters,Overwatch League Stage 2,Chengdu Hunters,2019-04-08
355,21257,Paris Eternal,Florida Mayhem,Overwatch League Stage 2,Paris Eternal,2019-04-11
356,21230,New York Excelsior,Washington Justice,Overwatch League Stage 2,New York Excelsior,2019-04-12
357,21248,Vancouver Titans,Seoul Dynasty,Overwatch League Stage 2,Vancouver Titans,2019-04-12
358,21277,Toronto Defiant,Philadelphia Fusion,Overwatch League Stage 2,Philadelphia Fusion,2019-04-12
359,21296,Los Angeles Valiant,Atlanta Reign,Overwatch League Stage 2,Los Angeles Valiant,2019-04-12
360,21322,Boston Uprising,Hangzhou Spark,Overwatch League Stage 2,Hangzhou Spark,2019-04-13
361,21331,Guangzhou Charge,San Francisco Shock,Overwatch League Stage 2,San Francisco Shock,2019-04-13
362,21258,Chengdu Hunters,Shanghai Dragons,Overwatch League Stage 2,Shanghai Dragons,2019-04-13
363,21332,London Spitfire,Philadelphia Fusion,Overwatch League Stage 2,London Spitfire,2019-04-13
364,21341,Vancouver Titans,Houston Outlaws,Overwatch League Stage 2,Vancouver Titans,2019-04-13
365,21270,Dallas Fuel,Toronto Defiant,Overwatch League Stage 2,Dallas Fuel,2019-04-13
366,21278,Los Angeles Gladiators,Guangzhou Charge,Overwatch League Stage 2,Los Angeles Gladiators,2019-04-13
367,21297,Dallas Fuel,Paris Eternal,Overwatch League Stage 2,Dallas Fuel,2019-04-14
368,21240,Atlanta Reign,Washington Justice,Overwatch League Stage 2,Atlanta Reign,2019-04-14
369,21323,New York Excelsior,Florida Mayhem,Overwatch League Stage 2,New York Excelsior,2019-04-14
370,21249,Los Angeles Valiant,Los Angeles Gladiators,Overwatch League Stage 2,Los Angeles Gladiators,2019-04-14
371,21285,New York Excelsior,Philadelphia Fusion,Overwatch League Stage 2,New York Excelsior,2019-04-18
372,21306,San Francisco Shock,Toronto Defiant,Overwatch League Stage 2,San Francisco Shock,2019-04-19
373,21259,Florida Mayhem,Los Angeles Gladiators,Overwatch League Stage 2,Los Angeles Gladiators,2019-04-19
374,21286,Vancouver Titans,Dallas Fuel,Overwatch League Stage 2,Vancouver Titans,2019-04-19
375,21324,New York Excelsior,Atlanta Reign,Overwatch League Stage 2,Atlanta Reign,2019-04-19
376,21250,Philadelphia Fusion,Houston Outlaws,Overwatch League Stage 2,Philadelphia Fusion,2019-04-20
377,21287,Los Angeles Valiant,Washington Justice,Overwatch League Stage 2,Los Angeles Valiant,2019-04-20
378,21260,Hangzhou Spark,Guangzhou Charge,Overwatch League Stage 2,Hangzhou Spark,2019-04-20
379,21342,London Spitfire,Boston Uprising,Overwatch League Stage 2,London Spitfire,2019-04-20
380,21279,Shanghai Dragons,Florida Mayhem,Overwatch League Stage 2,Shanghai Dragons,2019-04-20
381,21325,Dallas Fuel,Seoul Dynasty,Overwatch League Stage 2,Seoul Dynasty,2019-04-20
382,21333,Los Angeles Gladiators,Chengdu Hunters,Overwatch League Stage 2,Los Angeles Gladiators,2019-04-21
383,21288,Vancouver Titans,Boston Uprising,Overwatch League Stage 2,Vancouver Titans,2019-04-21
384,21280,Houston Outlaws,Shanghai Dragons,Overwatch League Stage 2,Shanghai Dragons,2019-04-21
385,21351,Hangzhou Spark,San Francisco Shock,Overwatch League Stage 2,San Francisco Shock,2019-04-21
386,21343,Atlanta Reign,Guangzhou Charge,Overwatch League Stage 2,Guangzhou Charge,2019-04-22
387,21352,Paris Eternal,London Spitfire,Overwatch League Stage 2,London Spitfire,
388,21344,Hangzhou Spark,Chengdu Hunters,Overwatch League Stage 2,Hangzhou Spark,2019-04-27
389,21334,Houston Outlaws,Seoul Dynasty,Overwatch League Stage 2,Seoul Dynasty,2019-04-27
390,21345,Los Angeles Valiant,Dallas Fuel,Overwatch League Stage 2,Dallas Fuel,2019-04-27
391,21361,Hangzhou Spark,Paris Eternal,Overwatch League Stage 2,Hangzhou Spark,2019-04-28
392,21289,Chengdu Hunters,London Spitfire,Overwatch League Stage 2,Chengdu Hunters,2019-04-28
393,21362,Seoul Dynasty,Los Angeles Valiant,Overwatch League Stage 2,Seoul Dynasty,2019-04-28
394,21314,Houston Outlaws,Dallas Fuel,Overwatch League Stage 2,Dallas Fuel,2019-04-28
395,21371,Dallas Fuel,Florida Mayhem,Overwatch League Stage 2,Dallas Fuel,2019-05-03
396,21298,Philadelphia Fusion,San Francisco Shock,Overwatch League Stage 2,San Francisco Shock,2019-05-03
397,21381,Guangzhou Charge,Houston Outlaws,Overwatch League Stage 2,Guangzhou Charge,2019-05-03
398,21353,Boston Uprising,Los Angeles Gladiators,Overwatch League Stage 2,Boston Uprising,2019-05-04
399,21335,Toronto Defiant,Vancouver Titans,Overwatch League Stage 2,Vancouver Titans,2019-05-04
400,21346,Shanghai Dragons,Washington Justice,Overwatch League Stage 2,Shanghai Dragons,2019-05-04
401,21347,London Spitfire,Houston Outlaws,Overwatch League Stage 2,London Spitfire,2019-05-04
402,21363,Atlanta Reign,New York Excelsior,Overwatch League Stage 2,Atlanta Reign,2019-05-04
403,21315,Seoul Dynasty,Vancouver Titans,Overwatch League Stage 2,Vancouver Titans,2019-05-04
404,21372,Chengdu Hunters,Los Angeles Valiant,Overwatch League Stage 2,Los Angeles Valiant,2019-05-05
405,21299,Toronto Defiant,Paris Eternal,Overwatch League Stage 2,Toronto Defiant,2019-05-05
406,21364,Washington Justice,Boston Uprising,Overwatch League Stage 2,Washington Justice,2019-05-05
407,21316,Shanghai Dragons,San Francisco Shock,Overwatch League Stage 2,San Francisco Shock,2019-05-05
408,21373,Seoul Dynasty,Hangzhou Spark,Overwatch League Stage 2,Hangzhou Spark,2019-05-06
409,20311,Shanghai Dragons,San Francisco Shock,Overwatch League Stage 2 Title Matches,San Francisco Shock,2019-05-10
410,20312,Hangzhou Spark,London Spitfire,Overwatch League Stage 2 Title Matches,Hangzhou Spark,2019-05-10
411,20313,New York Excelsior,Los Angeles Gladiators,Overwatch League Stage 2 Title Matches,New York Excelsior,2019-05-11
412,20314,Dallas Fuel,Vancouver Titans,Overwatch League Stage 2 Title Matches,Vancouver Titans,2019-05-11
413,20315,Hangzhou Spark,San Francisco Shock,Overwatch League Stage 2 Title Matches,San Francisco Shock,2019-05-11
414,20317,New York Excelsior,Vancouver Titans,Overwatch League Stage 2 Title Matches,Vancouver Titans,2019-05-11
415,20316,Vancouver Titans,San Francisco Shock,Overwatch League Stage 2 Title Matches,San Francisco Shock,2019-05-12
416,21300,San Francisco Shock,Atlanta Reign,Overwatch League Stage 3,San Francisco Shock,2019-06-06
417,21348,Florida Mayhem,Seoul Dynasty,Overwatch League Stage 3,Seoul Dynasty,2019-06-07
418,21365,Guangzhou Charge,Chengdu Hunters,Overwatch League Stage 3,Guangzhou Charge,2019-06-07
419,21374,Los Angeles Valiant,Shanghai Dragons,Overwatch League Stage 3,Shanghai Dragons,2019-06-07
420,21391,Paris Eternal,Toronto Defiant,Overwatch League Stage 3,Paris Eternal,2019-06-07
421,21382,Boston Uprising,London Spitfire,Overwatch League Stage 3,London Spitfire,2019-06-08
422,21354,Houston Outlaws,New York Excelsior,Overwatch League Stage 3,New York Excelsior,2019-06-08
423,21336,Los Angeles Gladiators,Dallas Fuel,Overwatch League Stage 3,Los Angeles Gladiators,2019-06-08
424,21349,Hangzhou Spark,Philadelphia Fusion,Overwatch League Stage 3,Hangzhou Spark,2019-06-08
425,21366,Vancouver Titans,Atlanta Reign,Overwatch League Stage 3,Vancouver Titans,2019-06-08
426,21317,Seoul Dynasty,Guangzhou Charge,Overwatch League Stage 3,Seoul Dynasty,2019-06-08
427,21375,Los Angeles Valiant,Chengdu Hunters,Overwatch League Stage 3,Los Angeles Valiant,2019-06-08
428,21350,New York Excelsior,London Spitfire,Overwatch League Stage 3,New York Excelsior,2019-06-09
429,21367,Paris Eternal,Boston Uprising,Overwatch League Stage 3,Paris Eternal,2019-06-09
430,21318,Washington Justice,Dallas Fuel,Overwatch League Stage 3,Dallas Fuel,2019-06-09
431,21376,Vancouver Titans,Los Angeles Gladiators,Overwatch League Stage 3,Vancouver Titans,2019-06-09
432,21392,Houston Outlaws,San Francisco Shock,Overwatch League Stage 3,Houston Outlaws,2019-06-13
433,21383,Shanghai Dragons,Atlanta Reign,Overwatch League Stage 3,Shanghai Dragons,2019-06-14
434,21326,Dallas Fuel,Chengdu Hunters,Overwatch League Stage 3,Chengdu Hunters,2019-06-14
435,21401,Hangzhou Spark,Vancouver Titans,Overwatch League Stage 3,Vancouver Titans,2019-06-14
436,21290,Paris Eternal,New York Excelsior,Overwatch League Stage 3,New York Excelsior,2019-06-14
437,21319,Toronto Defiant,London Spitfire,Overwatch League Stage 3,London Spitfire,2019-06-15
438,21377,Boston Uprising,Houston Outlaws,Overwatch League Stage 3,Houston Outlaws,2019-06-15
439,21393,Los Angeles Gladiators,Philadelphia Fusion,Overwatch League Stage 3,Los Angeles Gladiators,2019-06-15
440,21384,Washington Justice,Hangzhou Spark,Overwatch League Stage 3,Hangzhou Spark,2019-06-15
441,21355,Seoul Dynasty,Atlanta Reign,Overwatch League Stage 3,Seoul Dynasty,2019-06-15
442,21402,Dallas Fuel,Vancouver Titans,Overwatch League Stage 3,Vancouver Titans,2019-06-15
443,21411,Guangzhou Charge,Los Angeles Valiant,Overwatch League Stage 3,Los Angeles Valiant,2019-06-15
444,21327,San Francisco Shock,Seoul Dynasty,Overwatch League Stage 3,San Francisco Shock,2019-06-16
445,21307,Florida Mayhem,Paris Eternal,Overwatch League Stage 3,Paris Eternal,2019-06-16
446,21337,Philadelphia Fusion,Boston Uprising,Overwatch League Stage 3,Philadelphia Fusion,2019-06-16
447,21368,Washington Justice,Los Angeles Gladiators,Overwatch League Stage 3,Los Angeles Gladiators,2019-06-16
448,21378,San Francisco Shock,Boston Uprising,Overwatch League Stage 3,San Francisco Shock,2019-06-20
449,21394,Paris Eternal,Houston Outlaws,Overwatch League Stage 3,Houston Outlaws,2019-06-21
450,21386,Hangzhou Spark,Dallas Fuel,Overwatch League Stage 3,Hangzhou Spark,2019-06-21
451,21328,Shanghai Dragons,Los Angeles Valiant,Overwatch League Stage 3,Los Angeles Valiant,2019-06-21
452,21403,London Spitfire,New York Excelsior,Overwatch League Stage 3,New York Excelsior,2019-06-21
453,21412,San Francisco Shock,Florida Mayhem,Overwatch League Stage 3,San Francisco Shock,2019-06-22
454,21308,Los Angeles Gladiators,Shanghai Dragons,Overwatch League Stage 3,Shanghai Dragons,2019-06-22
455,21385,Chengdu Hunters,Vancouver Titans,Overwatch League Stage 3,Vancouver Titans,2019-06-22
456,21404,London Spitfire,Washington Justice,Overwatch League Stage 3,London Spitfire,2019-06-22
457,21413,Atlanta Reign,Philadelphia Fusion,Overwatch League Stage 3,Philadelphia Fusion,2019-06-22
458,21369,Toronto Defiant,Guangzhou Charge,Overwatch League Stage 3,Guangzhou Charge,2019-06-22
459,21329,Hangzhou Spark,Seoul Dynasty,Overwatch League Stage 3,Hangzhou Spark,2019-06-23
460,21320,Chengdu Hunters,Dallas Fuel,Overwatch League Stage 3,Chengdu Hunters,2019-06-23
461,21379,Boston Uprising,Paris Eternal,Overwatch League Stage 3,Boston Uprising,2019-06-23
462,21395,Houston Outlaws,Florida Mayhem,Overwatch League Stage 3,Florida Mayhem,2019-06-23
463,21330,Los Angeles Valiant,Vancouver Titans,Overwatch League Stage 3,Los Angeles Valiant,2019-06-24
464,21309,Hangzhou Spark,Los Angeles Valiant,Overwatch League Stage 3,Hangzhou Spark,2019-06-28
465,21356,Paris Eternal,Seoul Dynasty,Overwatch League Stage 3,Seoul Dynasty,2019-06-28
466,21338,San Francisco Shock,Chengdu Hunters,Overwatch League Stage 3,Chengdu Hunters,2019-06-28
467,21421,London Spitfire,Los Angeles Valiant,Overwatch League Stage 3,Los Angeles Valiant,2019-06-29
468,21370,Toronto Defiant,Los Angeles Gladiators,Overwatch League Stage 3,Los Angeles Gladiators,2019-06-29
469,21431,Houston Outlaws,Washington Justice,Overwatch League Stage 3,Houston Outlaws,2019-06-29
470,21405,Dallas Fuel,New York Excelsior,Overwatch League Stage 3,New York Excelsior,2019-06-29
471,21310,Boston Uprising,Philadelphia Fusion,Overwatch League Stage 3,Philadelphia Fusion,2019-06-29
472,21414,Florida Mayhem,Hangzhou Spark,Overwatch League Stage 3,Hangzhou Spark,2019-06-29
473,21441,Shanghai Dragons,Guangzhou Charge,Overwatch League Stage 3,Shanghai Dragons,2019-06-30
474,21422,Los Angeles Gladiators,Vancouver Titans,Overwatch League Stage 3,Vancouver Titans,2019-06-30
475,21357,London Spitfire,San Francisco Shock,Overwatch League Stage 3,San Francisco Shock,2019-06-30
476,21339,Houston Outlaws,Toronto Defiant,Overwatch League Stage 3,Houston Outlaws,2019-06-30
477,21451,Chengdu Hunters,Seoul Dynasty,Overwatch League Stage 3,Seoul Dynasty,2019-07-01
478,21461,Florida Mayhem,New York Excelsior,Overwatch League Stage 3,New York Excelsior,2019-07-06
479,21380,Philadelphia Fusion,Washington Justice,Overwatch League Stage 3,Philadelphia Fusion,2019-07-06
480,21387,Toronto Defiant,Atlanta Reign,Overwatch League Stage 3,Atlanta Reign,2019-07-06
481,21396,Guangzhou Charge,Shanghai Dragons,Overwatch League Stage 3,Guangzhou Charge,2019-07-06
482,21432,Philadelphia Fusion,Shanghai Dragons,Overwatch League Stage 3,Shanghai Dragons,2019-07-07
483,21406,Washington Justice,Guangzhou Charge,Overwatch League Stage 3,Guangzhou Charge,2019-07-07
484,21442,Florida Mayhem,Atlanta Reign,Overwatch League Stage 3,Atlanta Reign,2019-07-07
485,21415,New York Excelsior,Toronto Defiant,Overwatch League Stage 3,New York Excelsior,2019-07-07
486,20321,Houston Outlaws,Vancouver Titans,Overwatch League Stage 3 Title Matches,Vancouver Titans,2019-07-12
487,20322,Shanghai Dragons,New York Excelsior,Overwatch League Stage 3 Title Matches,Shanghai Dragons,2019-07-12
488,20323,Seoul Dynasty,San Francisco Shock,Overwatch League Stage 3 Title Matches,San Francisco Shock,2019-07-13
489,20324,Los Angeles Valiant,Hangzhou Spark,Overwatch League Stage 3 Title Matches,Los Angeles Valiant,2019-07-13
490,20325,Shanghai Dragons,Vancouver Titans,Overwatch League Stage 3 Title Matches,Shanghai Dragons,2019-07-14
491,20327,Los Angeles Valiant,San Francisco Shock,Overwatch League Stage 3 Title Matches,San Francisco Shock,2019-07-14
492,20326,Shanghai Dragons,San Francisco Shock,Overwatch League Stage 3 Title Matches,Shanghai Dragons,2019-07-14
493,21358,Houston Outlaws,Paris Eternal,Overwatch League Stage 4,Paris Eternal,2019-07-25
494,21423,Los Angeles Gladiators,New York Excelsior,Overwatch League Stage 4,Los Angeles Gladiators,2019-07-26
495,21340,Guangzhou Charge,Philadelphia Fusion,Overwatch League Stage 4,Guangzhou Charge,2019-07-26
496,21424,Shanghai Dragons,Vancouver Titans,Overwatch League Stage 4,Vancouver Titans,2019-07-26
497,21452,Toronto Defiant,Washington Justice,Overwatch League Stage 4,Washington Justice,2019-07-26
498,21425,Dallas Fuel,London Spitfire,Overwatch League Stage 4,London Spitfire,2019-07-27
499,21453,Seoul Dynasty,San Francisco Shock,Overwatch League Stage 4,San Francisco Shock,2019-07-27
500,21471,Philadelphia Fusion,Chengdu Hunters,Overwatch League Stage 4,Chengdu Hunters,2019-07-27
501,21481,Paris Eternal,Los Angeles Valiant,Overwatch League Stage 4,Los Angeles Valiant,2019-07-27
502,21397,Boston Uprising,Guangzhou Charge,Overwatch League Stage 4,Guangzhou Charge,2019-07-27
503,21454,Los Angeles Gladiators,Houston Outlaws,Overwatch League Stage 4,Houston Outlaws,2019-07-27
504,21462,Atlanta Reign,Hangzhou Spark,Overwatch League Stage 4,Atlanta Reign,2019-07-28
505,21433,Shanghai Dragons,Seoul Dynasty,Overwatch League Stage 4,Shanghai Dragons,2019-07-28
506,21482,London Spitfire,Toronto Defiant,Overwatch League Stage 4,London Spitfire,2019-07-28
507,21398,Vancouver Titans,Florida Mayhem,Overwatch League Stage 4,Vancouver Titans,2019-07-28
508,21388,Boston Uprising,Chengdu Hunters,Overwatch League Stage 4,Chengdu Hunters,2019-07-28
509,21472,Guangzhou Charge,London Spitfire,Overwatch League Stage 4,London Spitfire,2019-08-01
510,21359,Florida Mayhem,Washington Justice,Overwatch League Stage 4,Washington Justice,2019-08-02
511,21399,Shanghai Dragons,Toronto Defiant,Overwatch League Stage 4,Toronto Defiant,2019-08-02
512,21389,Los Angeles Valiant,Seoul Dynasty,Overwatch League Stage 4,Seoul Dynasty,2019-08-02
513,21416,New York Excelsior,Paris Eternal,Overwatch League Stage 4,New York Excelsior,2019-08-02
514,21443,Houston Outlaws,Philadelphia Fusion,Overwatch League Stage 4,Philadelphia Fusion,2019-08-03
515,21400,Chengdu Hunters,Los Angeles Gladiators,Overwatch League Stage 4,Los Angeles Gladiators,2019-08-03
516,21390,Guangzhou Charge,Hangzhou Spark,Overwatch League Stage 4,Guangzhou Charge,2019-08-03
517,21434,Atlanta Reign,Paris Eternal,Overwatch League Stage 4,Atlanta Reign,2019-08-03
518,21407,Florida Mayhem,London Spitfire,Overwatch League Stage 4,Florida Mayhem,2019-08-03
519,21455,Dallas Fuel,Los Angeles Valiant,Overwatch League Stage 4,Los Angeles Valiant,2019-08-03
520,21491,Los Angeles Gladiators,San Francisco Shock,Overwatch League Stage 4,San Francisco Shock,2019-08-04
521,21435,Atlanta Reign,Houston Outlaws,Overwatch League Stage 4,Atlanta Reign,2019-08-04
522,21501,Philadelphia Fusion,Toronto Defiant,Overwatch League Stage 4,Philadelphia Fusion,2019-08-04
523,21408,Vancouver Titans,Washington Justice,Overwatch League Stage 4,Washington Justice,2019-08-04
524,21417,Chengdu Hunters,New York Excelsior,Overwatch League Stage 4,Chengdu Hunters,2019-08-05
525,21444,London Spitfire,Vancouver Titans,Overwatch League Stage 4,Vancouver Titans,2019-08-08
526,21360,Paris Eternal,Philadelphia Fusion,Overwatch League Stage 4,Paris Eternal,2019-08-09
