0,01 Jul 2019,Chengdu Hunters,Seoul Dynasty,+185,-250
0,30 Jun 2019,Houston Outlaws,Toronto Defiant,-400,+277
0,30 Jun 2019,London Spitfire,San Francisco Shock,+372,-588
0,30 Jun 2019,Shanghai Dragons,Guangzhou Charge,-476,+324
0,29 Jun 2019,Florida Mayhem,Hangzhou Spark,+565,-1000
0,29 Jun 2019,Boston Uprising,Philadelphia Fusion,+135,-179
0,29 Jun 2019,Dallas Fuel,New York Excelsior,+1164,-3333
0,29 Jun 2019,Houston Outlaws,Washington Justice,-526,+351
0,29 Jun 2019,Toronto Defiant,Los Angeles Gladiators,+642,-1250
0,29 Jun 2019,London Spitfire,Los Angeles Valiant,-128,-102
0,28 Jun 2019,San Francisco Shock,Chengdu Hunters,-2000,+863
0,28 Jun 2019,Paris Eternal,Seoul Dynasty,+298,-435
0,28 Jun 2019,Hangzhou Spark,Los Angeles Valiant,-164,+123
0,24 Jun 2019,Los Angeles Valiant,Vancouver Titans,+893,-2500
0,23 Jun 2019,Houston Outlaws,Florida Mayhem,-909,+524
0,23 Jun 2019,Boston Uprising,Paris Eternal,+170,-227
0,23 Jun 2019,Chengdu Hunters,Dallas Fuel,-167,+125
0,23 Jun 2019,Hangzhou Spark,Seoul Dynasty,-185,+139
0,22 Jun 2019,Toronto Defiant,Guangzhou Charge,+127,-172
0,22 Jun 2019,Atlanta Reign,Philadelphia Fusion,-154,+117
0,22 Jun 2019,London Spitfire,Washington Justice,-2500,+930
0,22 Jun 2019,Chengdu Hunters,Vancouver Titans,+1123,-5000
0,22 Jun 2019,Los Angeles Gladiators,Shanghai Dragons,-270,+200
0,22 Jun 2019,San Francisco Shock,Florida Mayhem,-10000,+1448
0,21 Jun 2019,London Spitfire,New York Excelsior,+455,-769
0,21 Jun 2019,Shanghai Dragons,Los Angeles Valiant,-526,+330
0,21 Jun 2019,Hangzhou Spark,Dallas Fuel,-909,+468
0,21 Jun 2019,Paris Eternal,Houston Outlaws,+211,-345
0,20 Jun 2019,San Francisco Shock,Boston Uprising,-10000,+1483
0,17 Jun 2019,Washington Justice,Los Angeles Gladiators,+1035,-5000
0,16 Jun 2019,Philadelphia Fusion,Boston Uprising,-137,+112
0,16 Jun 2019,Florida Mayhem,Paris Eternal,+326,-476
0,16 Jun 2019,San Francisco Shock,Seoul Dynasty,-357,+252
0,16 Jun 2019,Guangzhou Charge,Los Angeles Valiant,+110,-147
0,15 Jun 2019,Dallas Fuel,Vancouver Titans,+955,-2500
0,15 Jun 2019,Seoul Dynasty,Atlanta Reign,-270,+175
0,15 Jun 2019,Washington Justice,Hangzhou Spark,+789,-2000
0,15 Jun 2019,Los Angeles Gladiators,Philadelphia Fusion,-1429,+475
0,15 Jun 2019,Boston Uprising,Houston Outlaws,+131,-200
0,15 Jun 2019,Toronto Defiant,London Spitfire,+324,-476
0,14 Jun 2019,Paris Eternal,New York Excelsior,+735,-1667
0,14 Jun 2019,Hangzhou Spark,Vancouver Titans,+765,-2000
0,14 Jun 2019,Dallas Fuel,Chengdu Hunters,-476,+311
0,14 Jun 2019,Shanghai Dragons,Atlanta Reign,-123,-102
0,13 Jun 2019,Houston Outlaws,San Francisco Shock,+1002,-3333
0,09 Jun 2019,Vancouver Titans,Los Angeles Gladiators,-1000,+539
0,09 Jun 2019,Washington Justice,Dallas Fuel,+293,-417
0,09 Jun 2019,Paris Eternal,Boston Uprising,+143,-189
0,09 Jun 2019,New York Excelsior,London Spitfire,-278,+206
0,09 Jun 2019,Los Angeles Valiant,Chengdu Hunters,+143,-189
0,08 Jun 2019,Seoul Dynasty,Guangzhou Charge,-323,+231
0,08 Jun 2019,Vancouver Titans,Atlanta Reign,-2500,+839
0,08 Jun 2019,Hangzhou Spark,Philadelphia Fusion,-133,-101
0,08 Jun 2019,Los Angeles Gladiators,Dallas Fuel,-357,+246
0,08 Jun 2019,Houston Outlaws,New York Excelsior,+971,-3333
0,08 Jun 2019,Boston Uprising,London Spitfire,+175,-244
0,07 Jun 2019,Paris Eternal,Toronto Defiant,+192,-270
0,07 Jun 2019,Los Angeles Valiant,Shanghai Dragons,+235,-345
0,07 Jun 2019,Guangzhou Charge,Chengdu Hunters,+116,-156
0,07 Jun 2019,Florida Mayhem,Seoul Dynasty,+501,-909
