,Unnamed: 0,id,team_one,team_two,stage,winner,date,corona_virus_isolation,t1_wins_season,t1_losses_season,t2_wins_season,t2_losses_season,t1_matches_season,t2_matches_season,t1_win_percent_season,t2_win_percent_season,t1_wins_alltime,t1_losses_alltime,t2_wins_alltime,t2_losses_alltime,t1_matches_alltime,t2_matches_alltime,t1_win_percent_alltime,t2_win_percent_alltime,t1_wins_last_3,t1_losses_last_3,t2_wins_last_3,t2_losses_last_3,t1_win_percent_last_3,t2_win_percent_last_3,t1_wins_last_5,t1_losses_last_5,t2_wins_last_5,t2_losses_last_5,t1_win_percent_last_5,t2_win_percent_last_5,t1_wins_last_10,t1_losses_last_10,t2_wins_last_10,t2_losses_last_10,t1_win_percent_last_10,t2_win_percent_last_10,t1_wins_last_20,t1_losses_last_20,t2_wins_last_20,t2_losses_last_20,t1_win_percent_last_20,t2_win_percent_last_20,t1_place_last_season,t2_place_last_season,t1_wins_vs_t2,t1_losses_vs_t2,t1_matches_vs_t2,t1_win_percent_vs_t2,winner_label
350,350,21220,Chengdu Hunters,Paris Eternal,Overwatch League Stage 2,Chengdu Hunters,2019-04-07,False,3,4,4,4,7,8,0.42857142857142855,0.5,3,4,4,4,7,8,0.42857142857142855,0.5,1,2,2,1,0.3333333333333333,0.6666666666666666,2,3,2,3,0.4,0.4,,,,,,,,,,,,,,,0,0,0,,0
351,351,21269,San Francisco Shock,Guangzhou Charge,Overwatch League Stage 2,San Francisco Shock,2019-04-07,False,7,4,3,5,11,8,0.6363636363636364,0.375,24,27,3,5,51,8,0.47058823529411764,0.375,2,1,0,3,0.6666666666666666,0.0,4,1,2,3,0.8,0.4,6,4,,,0.6,,12,8,,,0.6,,9,,0,0,0,,0
352,352,21276,Atlanta Reign,London Spitfire,Overwatch League Stage 2,London Spitfire,2019-04-07,False,4,5,4,4,9,8,0.4444444444444444,0.5,4,5,36,22,9,58,0.4444444444444444,0.6206896551724138,0,3,1,2,0.0,0.3333333333333333,1,4,3,2,0.2,0.6,,,6,4,,0.6,,,11,9,,0.55,,5,0,0,0,,1
353,353,21295,Vancouver Titans,Hangzhou Spark,Overwatch League Stage 2,Vancouver Titans,2019-04-07,False,10,0,3,4,10,7,1.0,0.42857142857142855,10,0,3,4,10,7,1.0,0.42857142857142855,3,0,1,2,1.0,0.3333333333333333,5,0,1,4,1.0,0.2,10,0,,,1.0,,,,,,,,,,0,0,0,,0
354,354,21239,Washington Justice,Chengdu Hunters,Overwatch League Stage 2,Chengdu Hunters,2019-04-08,False,1,7,4,4,8,8,0.125,0.5,1,7,4,4,8,8,0.125,0.5,1,2,2,1,0.3333333333333333,0.6666666666666666,1,4,2,3,0.2,0.4,,,,,,,,,,,,,,,0,0,0,,1
355,355,21257,Paris Eternal,Florida Mayhem,Overwatch League Stage 2,Paris Eternal,2019-04-11,False,4,5,1,8,9,9,0.4444444444444444,0.1111111111111111,4,5,8,41,9,49,0.4444444444444444,0.16326530612244897,1,2,0,3,0.3333333333333333,0.0,2,3,0,5,0.4,0.0,,,1,9,,0.1,,,2,18,,0.1,,11,0,0,0,,0
356,356,21230,New York Excelsior,Washington Justice,Overwatch League Stage 2,New York Excelsior,2019-04-12,False,9,1,1,8,10,9,0.9,0.1111111111111111,47,11,1,8,58,9,0.8103448275862069,0.1111111111111111,2,1,1,2,0.6666666666666666,0.3333333333333333,4,1,1,4,0.8,0.2,9,1,,,0.9,,13,7,,,0.65,,1,,1,0,1,1.0,0
357,357,21248,Vancouver Titans,Seoul Dynasty,Overwatch League Stage 2,Vancouver Titans,2019-04-12,False,11,0,5,5,11,10,1.0,0.5,11,0,27,23,11,50,1.0,0.54,3,0,1,2,1.0,0.3333333333333333,5,0,3,2,1.0,0.6,10,0,5,5,1.0,0.5,,,8,12,,0.4,,8,1,0,1,1.0,0
358,358,21277,Toronto Defiant,Philadelphia Fusion,Overwatch League Stage 2,Philadelphia Fusion,2019-04-12,False,6,4,7,4,10,11,0.6,0.6363636363636364,6,4,36,24,10,60,0.6,0.6,1,2,1,2,0.3333333333333333,0.3333333333333333,3,2,3,2,0.6,0.6,6,4,6,4,0.6,0.6,,,12,8,,0.6,,6,0,0,0,,1
359,359,21296,Los Angeles Valiant,Atlanta Reign,Overwatch League Stage 2,Los Angeles Valiant,2019-04-12,False,0,8,4,6,8,10,0.0,0.4,29,24,4,6,53,10,0.5471698113207547,0.4,0,3,0,3,0.0,0.0,0,5,1,4,0.0,0.2,0,10,4,6,0.0,0.4,9,11,,,0.45,,2,,0,0,0,,0
360,360,21322,Boston Uprising,Hangzhou Spark,Overwatch League Stage 2,Hangzhou Spark,2019-04-13,False,6,4,3,5,10,8,0.6,0.375,34,21,3,5,55,8,0.6181818181818182,0.375,2,1,1,2,0.6666666666666666,0.3333333333333333,4,1,1,4,0.8,0.2,6,4,,,0.6,,11,9,,,0.55,,3,,0,0,0,,1
361,361,21331,Guangzhou Charge,San Francisco Shock,Overwatch League Stage 2,San Francisco Shock,2019-04-13,False,3,6,8,4,9,12,0.3333333333333333,0.6666666666666666,3,6,25,27,9,52,0.3333333333333333,0.4807692307692308,0,3,2,1,0.0,0.6666666666666666,1,4,4,1,0.2,0.8,,,7,3,,0.7,,,12,8,,0.6,,9,0,1,1,0.0,1
362,362,21258,Chengdu Hunters,Shanghai Dragons,Overwatch League Stage 2,Shanghai Dragons,2019-04-13,False,5,4,3,6,9,9,0.5555555555555556,0.3333333333333333,5,4,3,46,9,49,0.5555555555555556,0.061224489795918366,3,0,1,2,1.0,0.3333333333333333,3,2,1,4,0.6,0.2,,,3,7,,0.3,,,3,17,,0.15,,12,0,1,1,0.0,1
363,363,21332,London Spitfire,Philadelphia Fusion,Overwatch League Stage 2,London Spitfire,2019-04-13,False,5,4,8,4,9,12,0.5555555555555556,0.6666666666666666,37,22,37,24,59,61,0.6271186440677966,0.6065573770491803,2,1,2,1,0.6666666666666666,0.6666666666666666,3,2,3,2,0.6,0.6,6,4,6,4,0.6,0.6,12,8,13,7,0.6,0.65,5,6,4,4,8,0.5,0
364,364,21341,Vancouver Titans,Houston Outlaws,Overwatch League Stage 2,Vancouver Titans,2019-04-13,False,12,0,3,4,12,7,1.0,0.42857142857142855,12,0,25,23,12,48,1.0,0.5208333333333334,3,0,2,1,1.0,0.6666666666666666,5,0,3,2,1.0,0.6,10,0,4,6,1.0,0.4,,,9,11,,0.45,,7,0,0,0,,0
365,365,21270,Dallas Fuel,Toronto Defiant,Overwatch League Stage 2,Dallas Fuel,2019-04-13,False,4,3,6,5,7,11,0.5714285714285714,0.5454545454545454,16,32,6,5,48,11,0.3333333333333333,0.5454545454545454,2,1,1,2,0.6666666666666666,0.3333333333333333,3,2,2,3,0.6,0.4,5,5,5,5,0.5,0.5,10,10,,,0.5,,10,,0,0,0,,0
366,366,21278,Los Angeles Gladiators,Guangzhou Charge,Overwatch League Stage 2,Los Angeles Gladiators,2019-04-13,False,5,4,3,6,9,9,0.5555555555555556,0.3333333333333333,31,23,3,6,54,9,0.5740740740740741,0.3333333333333333,3,0,0,3,1.0,0.0,4,1,1,4,0.8,0.2,5,5,,,0.5,,12,8,,,0.6,,4,,1,0,1,1.0,0
367,367,21297,Dallas Fuel,Paris Eternal,Overwatch League Stage 2,Dallas Fuel,2019-04-14,False,5,3,5,5,8,10,0.625,0.5,17,32,5,5,49,10,0.3469387755102041,0.5,2,1,2,1,0.6666666666666666,0.6666666666666666,4,1,3,2,0.8,0.6,6,4,5,5,0.6,0.5,11,9,,,0.55,,10,,0,0,0,,0
368,368,21240,Atlanta Reign,Washington Justice,Overwatch League Stage 2,Atlanta Reign,2019-04-14,False,4,7,1,9,11,10,0.36363636363636365,0.1,4,7,1,9,11,10,0.36363636363636365,0.1,0,3,0,3,0.0,0.0,0,5,1,4,0.0,0.2,3,7,1,9,0.3,0.1,,,,,,,,,0,0,0,,0
369,369,21323,New York Excelsior,Florida Mayhem,Overwatch League Stage 2,New York Excelsior,2019-04-14,False,10,1,1,9,11,10,0.9090909090909091,0.1,48,11,8,42,59,50,0.8135593220338984,0.16,3,0,0,3,1.0,0.0,4,1,0,5,0.8,0.0,9,1,1,9,0.9,0.1,13,7,2,18,0.65,0.1,1,11,4,0,4,1.0,0
370,370,21249,Los Angeles Valiant,Los Angeles Gladiators,Overwatch League Stage 2,Los Angeles Gladiators,2019-04-14,False,1,8,6,4,9,10,0.1111111111111111,0.6,30,24,32,23,54,55,0.5555555555555556,0.5818181818181818,1,2,3,0,0.3333333333333333,1.0,1,4,5,0,0.2,1.0,1,9,6,4,0.1,0.6,9,11,12,8,0.45,0.6,2,4,4,1,5,0.8,1
371,371,21285,New York Excelsior,Philadelphia Fusion,Overwatch League Stage 2,New York Excelsior,2019-04-18,False,11,1,8,5,12,13,0.9166666666666666,0.6153846153846154,49,11,37,25,60,62,0.8166666666666667,0.5967741935483871,3,0,2,1,1.0,0.6666666666666666,4,1,2,3,0.8,0.4,9,1,6,4,0.9,0.6,14,6,12,8,0.7,0.6,1,6,5,3,8,0.625,0
372,372,21306,San Francisco Shock,Toronto Defiant,Overwatch League Stage 2,San Francisco Shock,2019-04-19,False,9,4,6,6,13,12,0.6923076923076923,0.5,26,27,6,6,53,12,0.49056603773584906,0.5,3,0,0,3,1.0,0.0,4,1,1,4,0.8,0.2,8,2,5,5,0.8,0.5,13,7,,,0.65,,9,,1,0,1,1.0,0
373,373,21259,Florida Mayhem,Los Angeles Gladiators,Overwatch League Stage 2,Los Angeles Gladiators,2019-04-19,False,1,10,7,4,11,11,0.09090909090909091,0.6363636363636364,8,43,33,23,51,56,0.1568627450980392,0.5892857142857143,0,3,3,0,0.0,1.0,0,5,5,0,0.0,1.0,1,9,7,3,0.1,0.7,2,18,13,7,0.1,0.65,11,4,0,4,4,0.0,1
374,374,21286,Vancouver Titans,Dallas Fuel,Overwatch League Stage 2,Vancouver Titans,2019-04-19,False,13,0,6,3,13,9,1.0,0.6666666666666666,13,0,18,32,13,50,1.0,0.36,3,0,2,1,1.0,0.6666666666666666,5,0,4,1,1.0,0.8,10,0,6,4,1.0,0.6,,,12,8,,0.6,,10,0,0,0,,0
375,375,21324,New York Excelsior,Atlanta Reign,Overwatch League Stage 2,Atlanta Reign,2019-04-19,False,12,1,5,7,13,12,0.9230769230769231,0.4166666666666667,50,11,5,7,61,12,0.819672131147541,0.4166666666666667,3,0,1,2,1.0,0.3333333333333333,5,0,1,4,1.0,0.2,9,1,4,6,0.9,0.4,15,5,,,0.75,,1,,0,0,0,,1
376,376,21250,Philadelphia Fusion,Houston Outlaws,Overwatch League Stage 2,Philadelphia Fusion,2019-04-20,False,8,6,3,5,14,8,0.5714285714285714,0.375,37,26,25,24,63,49,0.5873015873015873,0.5102040816326531,1,2,1,2,0.3333333333333333,0.3333333333333333,2,3,2,3,0.4,0.4,6,4,4,6,0.6,0.4,11,9,9,11,0.55,0.45,6,7,3,1,4,0.75,0
377,377,21287,Los Angeles Valiant,Washington Justice,Overwatch League Stage 2,Los Angeles Valiant,2019-04-20,False,1,9,1,10,10,11,0.1,0.09090909090909091,30,25,1,10,55,11,0.5454545454545454,0.09090909090909091,1,2,0,3,0.3333333333333333,0.0,1,4,1,4,0.2,0.2,1,9,1,9,0.1,0.1,8,12,,,0.4,,2,,0,0,0,,0
378,378,21260,Hangzhou Spark,Guangzhou Charge,Overwatch League Stage 2,Hangzhou Spark,2019-04-20,False,4,5,3,8,9,11,0.4444444444444444,0.2727272727272727,4,5,3,8,9,11,0.4444444444444444,0.2727272727272727,1,2,0,3,0.3333333333333333,0.0,2,3,0,5,0.4,0.0,,,3,7,,0.3,,,,,,,,,0,0,0,,0
379,379,21342,London Spitfire,Boston Uprising,Overwatch League Stage 2,London Spitfire,2019-04-20,False,6,4,6,5,10,11,0.6,0.5454545454545454,38,22,34,22,60,56,0.6333333333333333,0.6071428571428571,3,0,2,1,1.0,0.6666666666666666,3,2,3,2,0.6,0.6,6,4,6,4,0.6,0.6,13,7,11,9,0.65,0.55,5,3,2,2,4,0.5,0
380,380,21279,Shanghai Dragons,Florida Mayhem,Overwatch League Stage 2,Shanghai Dragons,2019-04-20,False,4,6,1,11,10,12,0.4,0.08333333333333333,4,46,8,44,50,52,0.08,0.15384615384615385,1,2,0,3,0.3333333333333333,0.0,2,3,0,5,0.4,0.0,4,6,0,10,0.4,0.0,4,16,2,18,0.2,0.1,12,11,0,3,3,0.0,0
381,381,21325,Dallas Fuel,Seoul Dynasty,Overwatch League Stage 2,Seoul Dynasty,2019-04-20,False,6,4,5,6,10,11,0.6,0.45454545454545453,18,33,27,24,51,51,0.35294117647058826,0.5294117647058824,2,1,0,3,0.6666666666666666,0.0,3,2,2,3,0.6,0.4,6,4,4,6,0.6,0.4,11,9,8,12,0.55,0.4,10,8,1,4,5,0.2,1
382,382,21333,Los Angeles Gladiators,Chengdu Hunters,Overwatch League Stage 2,Los Angeles Gladiators,2019-04-21,False,8,4,5,5,12,10,0.6666666666666666,0.5,34,23,5,5,57,10,0.5964912280701754,0.5,3,0,2,1,1.0,0.6666666666666666,5,0,3,2,1.0,0.6,7,3,5,5,0.7,0.5,13,7,,,0.65,,4,,0,0,0,,0
383,383,21288,Vancouver Titans,Boston Uprising,Overwatch League Stage 2,Vancouver Titans,2019-04-21,False,14,0,6,6,14,12,1.0,0.5,14,0,34,23,14,57,1.0,0.5964912280701754,3,0,1,2,1.0,0.3333333333333333,5,0,2,3,1.0,0.4,10,0,5,5,1.0,0.5,,,11,9,,0.55,,3,1,0,1,1.0,0
384,384,21280,Houston Outlaws,Shanghai Dragons,Overwatch League Stage 2,Shanghai Dragons,2019-04-21,False,3,6,5,6,9,11,0.3333333333333333,0.45454545454545453,25,25,5,46,50,51,0.5,0.09803921568627451,0,3,2,1,0.0,0.6666666666666666,2,3,3,2,0.4,0.6,3,7,5,5,0.3,0.5,9,11,5,15,0.45,0.25,7,12,3,0,3,1.0,1
385,385,21351,Hangzhou Spark,San Francisco Shock,Overwatch League Stage 2,San Francisco Shock,2019-04-21,False,5,5,10,4,10,14,0.5,0.7142857142857143,5,5,27,27,10,54,0.5,0.5,2,1,3,0,0.6666666666666666,1.0,3,2,4,1,0.6,0.8,5,5,8,2,0.5,0.8,,,13,7,,0.65,,9,0,1,1,0.0,1
386,386,21343,Atlanta Reign,Guangzhou Charge,Overwatch League Stage 2,Guangzhou Charge,2019-04-22,False,6,7,3,9,13,12,0.46153846153846156,0.25,6,7,3,9,13,12,0.46153846153846156,0.25,2,1,0,3,0.6666666666666666,0.0,2,3,0,5,0.4,0.0,4,6,2,8,0.4,0.2,,,,,,,,,0,0,0,,1
387,387,21352,Paris Eternal,London Spitfire,Overwatch League Stage 2,London Spitfire,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,1
388,388,21344,Hangzhou Spark,Chengdu Hunters,Overwatch League Stage 2,Hangzhou Spark,2019-04-27,False,5,6,5,6,11,11,0.45454545454545453,0.45454545454545453,5,6,5,6,11,11,0.45454545454545453,0.45454545454545453,2,1,1,2,0.6666666666666666,0.3333333333333333,2,3,3,2,0.4,0.6,4,6,4,6,0.4,0.4,,,,,,,,,0,0,0,,0
389,389,21334,Houston Outlaws,Seoul Dynasty,Overwatch League Stage 2,Seoul Dynasty,2019-04-27,False,3,7,6,6,10,12,0.3,0.5,25,26,28,24,51,52,0.49019607843137253,0.5384615384615384,0,3,1,2,0.0,0.3333333333333333,1,4,2,3,0.2,0.4,3,7,5,5,0.3,0.5,9,11,9,11,0.45,0.45,7,8,1,2,3,0.3333333333333333,1
390,390,21345,Los Angeles Valiant,Dallas Fuel,Overwatch League Stage 2,Dallas Fuel,2019-04-27,False,2,9,6,5,11,11,0.18181818181818182,0.5454545454545454,31,25,18,34,56,52,0.5535714285714286,0.34615384615384615,2,1,1,2,0.6666666666666666,0.3333333333333333,2,3,2,3,0.4,0.4,2,8,6,4,0.2,0.6,8,12,11,9,0.4,0.55,2,10,3,1,4,0.75,1
391,391,21361,Hangzhou Spark,Paris Eternal,Overwatch League Stage 2,Hangzhou Spark,2019-04-28,False,6,6,5,6,12,11,0.5,0.45454545454545453,6,6,5,6,12,11,0.5,0.45454545454545453,2,1,1,2,0.6666666666666666,0.3333333333333333,3,2,2,3,0.6,0.4,4,6,4,6,0.4,0.4,,,,,,,,,0,0,0,,0
392,392,21289,Chengdu Hunters,London Spitfire,Overwatch League Stage 2,Chengdu Hunters,2019-04-28,False,5,7,7,4,12,11,0.4166666666666667,0.6363636363636364,5,7,39,22,12,61,0.4166666666666667,0.639344262295082,0,3,3,0,0.0,1.0,2,3,4,1,0.4,0.8,4,6,7,3,0.4,0.7,,,14,6,,0.7,,5,0,0,0,,0
393,393,21362,Seoul Dynasty,Los Angeles Valiant,Overwatch League Stage 2,Seoul Dynasty,2019-04-28,False,7,6,2,10,13,12,0.5384615384615384,0.16666666666666666,29,24,31,26,53,57,0.5471698113207547,0.543859649122807,2,1,1,2,0.6666666666666666,0.3333333333333333,2,3,2,3,0.4,0.4,5,5,2,8,0.5,0.2,10,10,7,13,0.5,0.35,8,2,1,3,4,0.25,0
394,394,21314,Houston Outlaws,Dallas Fuel,Overwatch League Stage 2,Dallas Fuel,2019-04-28,False,3,8,7,5,11,12,0.2727272727272727,0.5833333333333334,25,27,19,34,52,53,0.4807692307692308,0.3584905660377358,0,3,1,2,0.0,0.3333333333333333,0,5,3,2,0.0,0.6,3,7,6,4,0.3,0.6,8,12,11,9,0.4,0.55,7,10,3,0,3,1.0,1
395,395,21371,Dallas Fuel,Florida Mayhem,Overwatch League Stage 2,Dallas Fuel,2019-05-03,False,8,5,1,12,13,13,0.6153846153846154,0.07692307692307693,20,34,8,45,54,53,0.37037037037037035,0.1509433962264151,2,1,0,3,0.6666666666666666,0.0,3,2,0,5,0.6,0.0,7,3,0,10,0.7,0.0,11,9,2,18,0.55,0.1,10,11,1,2,3,0.3333333333333333,0
396,396,21298,Philadelphia Fusion,San Francisco Shock,Overwatch League Stage 2,San Francisco Shock,2019-05-03,False,9,6,11,4,15,15,0.6,0.7333333333333333,38,26,28,27,64,55,0.59375,0.509090909090909,1,2,3,0,0.3333333333333333,1.0,3,2,5,0,0.6,1.0,6,4,8,2,0.6,0.8,11,9,13,7,0.55,0.65,6,9,2,2,4,0.5,1
397,397,21381,Guangzhou Charge,Houston Outlaws,Overwatch League Stage 2,Guangzhou Charge,2019-05-03,False,4,9,3,9,13,12,0.3076923076923077,0.25,4,9,25,28,13,53,0.3076923076923077,0.4716981132075472,1,2,0,3,0.3333333333333333,0.0,1,4,0,5,0.2,0.0,3,7,3,7,0.3,0.3,,,7,13,,0.35,,7,0,0,0,,0
398,398,21353,Boston Uprising,Los Angeles Gladiators,Overwatch League Stage 2,Boston Uprising,2019-05-04,False,6,7,9,4,13,13,0.46153846153846156,0.6923076923076923,34,24,35,23,58,58,0.5862068965517241,0.603448275862069,0,3,3,0,0.0,1.0,2,3,5,0,0.4,1.0,5,5,8,2,0.5,0.8,11,9,13,7,0.55,0.65,3,4,4,0,4,1.0,0
399,399,21335,Toronto Defiant,Vancouver Titans,Overwatch League Stage 2,Vancouver Titans,2019-05-04,False,6,7,15,0,13,15,0.46153846153846156,1.0,6,7,15,0,13,15,0.46153846153846156,1.0,0,3,3,0,0.0,1.0,1,4,5,0,0.2,1.0,4,6,10,0,0.4,1.0,,,,,,,,,0,0,0,,1
400,400,21346,Shanghai Dragons,Washington Justice,Overwatch League Stage 2,Shanghai Dragons,2019-05-04,False,6,6,1,11,12,12,0.5,0.08333333333333333,6,46,1,11,52,12,0.11538461538461539,0.08333333333333333,3,0,0,3,1.0,0.0,3,2,0,5,0.6,0.0,6,4,1,9,0.6,0.1,6,14,,,0.3,,12,,0,0,0,,0
401,401,21347,London Spitfire,Houston Outlaws,Overwatch League Stage 2,London Spitfire,2019-05-04,False,7,5,3,10,12,13,0.5833333333333334,0.23076923076923078,39,23,25,29,62,54,0.6290322580645161,0.46296296296296297,2,1,0,3,0.6666666666666666,0.0,4,1,0,5,0.8,0.0,7,3,2,8,0.7,0.2,13,7,7,13,0.65,0.35,5,7,1,4,5,0.2,0
402,402,21363,Atlanta Reign,New York Excelsior,Overwatch League Stage 2,Atlanta Reign,2019-05-04,False,6,8,12,2,14,14,0.42857142857142855,0.8571428571428571,6,8,50,12,14,62,0.42857142857142855,0.8064516129032258,2,1,2,1,0.6666666666666666,0.6666666666666666,2,3,4,1,0.4,0.8,3,7,8,2,0.3,0.8,,,14,6,,0.7,,1,1,0,1,1.0,0
403,403,21315,Seoul Dynasty,Vancouver Titans,Overwatch League Stage 2,Vancouver Titans,2019-05-04,False,8,6,15,0,14,15,0.5714285714285714,1.0,30,24,15,0,54,15,0.5555555555555556,1.0,3,0,3,0,1.0,1.0,3,2,5,0,0.6,1.0,6,4,10,0,0.6,1.0,11,9,,,0.55,,8,,0,2,2,0.0,1
404,404,21372,Chengdu Hunters,Los Angeles Valiant,Overwatch League Stage 2,Los Angeles Valiant,2019-05-05,False,6,7,2,11,13,13,0.46153846153846156,0.15384615384615385,6,7,31,27,13,58,0.46153846153846156,0.5344827586206896,1,2,1,2,0.3333333333333333,0.3333333333333333,2,3,2,3,0.4,0.4,4,6,2,8,0.4,0.2,,,6,14,,0.3,,2,0,0,0,,1
405,405,21299,Toronto Defiant,Paris Eternal,Overwatch League Stage 2,Toronto Defiant,2019-05-05,False,6,8,5,7,14,12,0.42857142857142855,0.4166666666666667,6,8,5,7,14,12,0.42857142857142855,0.4166666666666667,0,3,1,2,0.0,0.3333333333333333,0,5,2,3,0.0,0.4,4,6,3,7,0.4,0.3,,,,,,,,,0,0,0,,0
406,406,21364,Washington Justice,Boston Uprising,Overwatch League Stage 2,Washington Justice,2019-05-05,False,1,12,7,7,13,14,0.07692307692307693,0.5,1,12,35,24,13,59,0.07692307692307693,0.5932203389830508,0,3,1,2,0.0,0.3333333333333333,0,5,2,3,0.0,0.4,1,9,5,5,0.1,0.5,,,11,9,,0.55,,3,0,0,0,,0
407,407,21316,Shanghai Dragons,San Francisco Shock,Overwatch League Stage 2,San Francisco Shock,2019-05-05,False,7,6,12,4,13,16,0.5384615384615384,0.75,7,46,29,27,53,56,0.1320754716981132,0.5178571428571429,3,0,3,0,1.0,1.0,4,1,5,0,0.8,1.0,6,4,9,1,0.6,0.9,7,13,13,7,0.35,0.65,12,9,0,4,4,0.0,1
408,408,21373,Seoul Dynasty,Hangzhou Spark,Overwatch League Stage 2,Hangzhou Spark,2019-05-06,False,8,7,7,6,15,13,0.5333333333333333,0.5384615384615384,30,25,7,6,55,13,0.5454545454545454,0.5384615384615384,2,1,2,1,0.6666666666666666,0.6666666666666666,3,2,4,1,0.6,0.8,6,4,5,5,0.6,0.5,10,10,,,0.5,,8,,0,0,0,,1
409,409,20311,Shanghai Dragons,San Francisco Shock,Overwatch League Stage 2 Title Matches,San Francisco Shock,2019-05-10,False,7,7,13,4,14,17,0.5,0.7647058823529411,7,47,30,27,54,57,0.12962962962962962,0.5263157894736842,2,1,3,0,0.6666666666666666,1.0,4,1,5,0,0.8,1.0,5,5,9,1,0.5,0.9,7,13,14,6,0.35,0.7,12,9,0,5,5,0.0,1
410,410,20312,Hangzhou Spark,London Spitfire,Overwatch League Stage 2 Title Matches,Hangzhou Spark,2019-05-10,False,8,6,8,5,14,13,0.5714285714285714,0.6153846153846154,8,6,40,23,14,63,0.5714285714285714,0.6349206349206349,3,0,2,1,1.0,0.6666666666666666,4,1,4,1,0.8,0.8,6,4,7,3,0.6,0.7,,,14,6,,0.7,,5,0,1,1,0.0,0
411,411,20313,New York Excelsior,Los Angeles Gladiators,Overwatch League Stage 2 Title Matches,New York Excelsior,2019-05-11,False,12,3,9,5,15,14,0.8,0.6428571428571429,50,13,35,24,63,59,0.7936507936507936,0.5932203389830508,1,2,2,1,0.3333333333333333,0.6666666666666666,3,2,4,1,0.6,0.8,7,3,8,2,0.7,0.8,14,6,12,8,0.7,0.6,1,4,2,1,3,0.6666666666666666,0
412,412,20314,Dallas Fuel,Vancouver Titans,Overwatch League Stage 2 Title Matches,Vancouver Titans,2019-05-11,False,9,5,17,0,14,17,0.6428571428571429,1.0,21,34,17,0,55,17,0.38181818181818183,1.0,3,0,3,0,1.0,1.0,3,2,5,0,0.6,1.0,7,3,10,0,0.7,1.0,12,8,,,0.6,,10,,0,1,1,0.0,1
413,413,20315,Hangzhou Spark,San Francisco Shock,Overwatch League Stage 2 Title Matches,San Francisco Shock,2019-05-11,False,9,6,14,4,15,18,0.6,0.7777777777777778,9,6,31,27,15,58,0.6,0.5344827586206896,3,0,3,0,1.0,1.0,4,1,5,0,0.8,1.0,7,3,9,1,0.7,0.9,,,15,5,,0.75,,9,0,2,2,0.0,1
414,414,20317,New York Excelsior,Vancouver Titans,Overwatch League Stage 2 Title Matches,Vancouver Titans,2019-05-11,False,12,3,17,0,15,17,0.8,1.0,50,13,17,0,63,17,0.7936507936507936,1.0,1,2,3,0,0.3333333333333333,1.0,3,2,5,0,0.6,1.0,7,3,10,0,0.7,1.0,14,6,,,0.7,,1,,0,0,0,,1
415,415,20316,Vancouver Titans,San Francisco Shock,Overwatch League Stage 2 Title Matches,San Francisco Shock,2019-05-12,False,19,0,15,4,19,19,1.0,0.7894736842105263,19,0,32,27,19,59,1.0,0.5423728813559322,3,0,3,0,1.0,1.0,5,0,5,0,1.0,1.0,10,0,9,1,1.0,0.9,,,16,4,,0.8,,9,2,0,2,1.0,1
416,416,21300,San Francisco Shock,Atlanta Reign,Overwatch League Stage 3,San Francisco Shock,2019-06-06,False,16,4,7,8,20,15,0.8,0.4666666666666667,33,27,7,8,60,15,0.55,0.4666666666666667,3,0,2,1,1.0,0.6666666666666666,5,0,3,2,1.0,0.6,10,0,4,6,1.0,0.4,16,4,,,0.8,,9,,0,0,0,,0
417,417,21348,Florida Mayhem,Seoul Dynasty,Overwatch League Stage 3,Seoul Dynasty,2019-06-07,False,1,13,8,8,14,16,0.07142857142857142,0.5,8,46,30,26,54,56,0.14814814814814814,0.5357142857142857,0,3,1,2,0.0,0.3333333333333333,0,5,3,2,0.0,0.6,0,10,5,5,0.0,0.5,2,18,9,11,0.1,0.45,11,8,0,3,3,0.0,1
418,418,21365,Guangzhou Charge,Chengdu Hunters,Overwatch League Stage 3,Guangzhou Charge,2019-06-07,False,5,9,6,8,14,14,0.35714285714285715,0.42857142857142855,5,9,6,8,14,14,0.35714285714285715,0.42857142857142855,2,1,1,2,0.6666666666666666,0.3333333333333333,2,3,1,4,0.4,0.2,3,7,4,6,0.3,0.4,,,,,,,,,0,1,1,0.0,0
419,419,21374,Los Angeles Valiant,Shanghai Dragons,Overwatch League Stage 3,Shanghai Dragons,2019-06-07,False,3,11,7,8,14,15,0.21428571428571427,0.4666666666666667,32,27,7,48,59,55,0.5423728813559322,0.12727272727272726,1,2,1,2,0.3333333333333333,0.3333333333333333,2,3,3,2,0.4,0.6,3,7,5,5,0.3,0.5,6,14,7,13,0.3,0.35,2,12,4,0,4,1.0,1
420,420,21391,Paris Eternal,Toronto Defiant,Overwatch League Stage 3,Paris Eternal,2019-06-07,False,5,8,7,8,13,15,0.38461538461538464,0.4666666666666667,5,8,7,8,13,15,0.38461538461538464,0.4666666666666667,0,3,1,2,0.0,0.3333333333333333,1,4,1,4,0.2,0.2,3,7,4,6,0.3,0.4,,,,,,,,,0,1,1,0.0,0
