,Unnamed: 0,id,team_one,team_two,stage,winner,date,corona_virus_isolation,t1_wins_season,t1_losses_season,t2_wins_season,t2_losses_season,t1_matches_season,t2_matches_season,t1_win_percent_season,t2_win_percent_season,t1_wins_alltime,t1_losses_alltime,t2_wins_alltime,t2_losses_alltime,t1_matches_alltime,t2_matches_alltime,t1_win_percent_alltime,t2_win_percent_alltime,t1_wins_last_3,t1_losses_last_3,t2_wins_last_3,t2_losses_last_3,t1_win_percent_last_3,t2_win_percent_last_3,t1_wins_last_5,t1_losses_last_5,t2_wins_last_5,t2_losses_last_5,t1_win_percent_last_5,t2_win_percent_last_5,t1_wins_last_10,t1_losses_last_10,t2_wins_last_10,t2_losses_last_10,t1_win_percent_last_10,t2_win_percent_last_10,t1_wins_last_20,t1_losses_last_20,t2_wins_last_20,t2_losses_last_20,t1_win_percent_last_20,t2_win_percent_last_20,t1_place_last_season,t2_place_last_season,t1_wins_vs_t2,t1_losses_vs_t2,t1_matches_vs_t2,t1_win_percent_vs_t2,winner_label,t1_odds,t2_odds
56,56,10572,Shanghai Dragons,Los Angeles Valiant,Overwatch League - Stage 1,Los Angeles Valiant,2018-02-10,False,0.0,9.0,6.0,3.0,9.0,9.0,0.0,0.6666666666666666,0.0,9.0,6.0,3.0,9.0,9.0,0.0,0.6666666666666666,0.0,3.0,2.0,1.0,0.0,0.6666666666666666,0.0,5.0,4.0,1.0,0.0,0.8,,,,,,,,,,,,,,,0,0,0,,1,791,-2500
57,57,10573,London Spitfire,New York Excelsior,Overwatch League - Stage 1,New York Excelsior,2018-02-10,False,7.0,2.0,8.0,1.0,9.0,9.0,0.7777777777777778,0.8888888888888888,7.0,2.0,8.0,1.0,9.0,9.0,0.7777777777777778,0.8888888888888888,2.0,1.0,3.0,0.0,0.6666666666666666,1.0,3.0,2.0,4.0,1.0,0.6,0.8,,,,,,,,,,,,,,,0,0,0,,1,131,-175
58,58,10574,Boston Uprising,Houston Outlaws,Overwatch League - Stage 1,Houston Outlaws,2018-02-10,False,6.0,3.0,6.0,3.0,9.0,9.0,0.6666666666666666,0.6666666666666666,6.0,3.0,6.0,3.0,9.0,9.0,0.6666666666666666,0.6666666666666666,3.0,0.0,2.0,1.0,1.0,0.6666666666666666,5.0,0.0,4.0,1.0,1.0,0.8,,,,,,,,,,,,,,,0,0,0,,1,139,-185
59,59,10575,Philadelphia Fusion,Florida Mayhem,Overwatch League - Stage 1,Philadelphia Fusion,2018-02-11,False,5.0,4.0,1.0,8.0,9.0,9.0,0.5555555555555556,0.1111111111111111,5.0,4.0,1.0,8.0,9.0,9.0,0.5555555555555556,0.1111111111111111,1.0,2.0,0.0,3.0,0.3333333333333333,0.0,3.0,2.0,0.0,5.0,0.6,0.0,,,,,,,,,,,,,,,0,0,0,,0,,
60,60,10537,Houston Outlaws,London Spitfire,Overwatch League - Stage 1 - Title Matches,London Spitfire,2018-02-11,False,7.0,3.0,7.0,3.0,10.0,10.0,0.7,0.7,7.0,3.0,7.0,3.0,10.0,10.0,0.7,0.7,2.0,1.0,1.0,2.0,0.6666666666666666,0.3333333333333333,4.0,1.0,3.0,2.0,0.8,0.6,7.0,3.0,7.0,3.0,0.7,0.7,,,,,,,,,1,0,1,1.0,1,,
61,61,10539,New York Excelsior,London Spitfire,Overwatch League - Stage 1 - Title Matches,London Spitfire,2018-02-11,False,9.0,1.0,7.0,3.0,10.0,10.0,0.9,0.7,9.0,1.0,7.0,3.0,10.0,10.0,0.9,0.7,3.0,0.0,1.0,2.0,1.0,0.3333333333333333,5.0,0.0,3.0,2.0,1.0,0.6,9.0,1.0,7.0,3.0,0.9,0.7,,,,,,,,,1,0,1,1.0,1,,
62,62,10278,Los Angeles Valiant,Seoul Dynasty,Overwatch League - Stage 2,Seoul Dynasty,2018-02-22,False,7.0,3.0,7.0,3.0,10.0,10.0,0.7,0.7,7.0,3.0,7.0,3.0,10.0,10.0,0.7,0.7,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,4.0,1.0,2.0,3.0,0.8,0.4,7.0,3.0,7.0,3.0,0.7,0.7,,,,,,,,,1,0,1,1.0,1,,
63,63,10279,Shanghai Dragons,Dallas Fuel,Overwatch League - Stage 2,Dallas Fuel,2018-02-22,False,0.0,10.0,3.0,7.0,10.0,10.0,0.0,0.3,0.0,10.0,3.0,7.0,10.0,10.0,0.0,0.3,0.0,3.0,2.0,1.0,0.0,0.6666666666666666,0.0,5.0,3.0,2.0,0.0,0.6,0.0,10.0,3.0,7.0,0.0,0.3,,,,,,,,,0,1,1,0.0,1,387,-625
64,64,10280,San Francisco Shock,Los Angeles Gladiators,Overwatch League - Stage 2,Los Angeles Gladiators,2018-02-22,False,3.0,7.0,4.0,6.0,10.0,10.0,0.3,0.4,3.0,7.0,4.0,6.0,10.0,10.0,0.3,0.4,1.0,2.0,1.0,2.0,0.3333333333333333,0.3333333333333333,1.0,4.0,2.0,3.0,0.2,0.4,3.0,7.0,4.0,6.0,0.3,0.4,,,,,,,,,0,1,1,0.0,1,150,-200
65,65,10281,London Spitfire,Houston Outlaws,Overwatch League - Stage 2,Houston Outlaws,2018-02-23,False,9.0,3.0,7.0,4.0,12.0,11.0,0.75,0.6363636363636364,9.0,3.0,7.0,4.0,12.0,11.0,0.75,0.6363636363636364,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,3.0,2.0,3.0,2.0,0.6,0.6,7.0,3.0,7.0,3.0,0.7,0.7,,,,,,,,,1,1,2,0.5,1,,
66,66,10282,Florida Mayhem,New York Excelsior,Overwatch League - Stage 2,New York Excelsior,2018-02-23,False,1.0,9.0,9.0,2.0,10.0,11.0,0.1,0.8181818181818182,1.0,9.0,9.0,2.0,10.0,11.0,0.1,0.8181818181818182,0.0,3.0,2.0,1.0,0.0,0.6666666666666666,0.0,5.0,4.0,1.0,0.0,0.8,1.0,9.0,8.0,2.0,0.1,0.8,,,,,,,,,0,1,1,0.0,1,,
67,67,10283,Philadelphia Fusion,Boston Uprising,Overwatch League - Stage 2,Philadelphia Fusion,2018-02-23,False,6.0,4.0,6.0,4.0,10.0,10.0,0.6,0.6,6.0,4.0,6.0,4.0,10.0,10.0,0.6,0.6,1.0,2.0,2.0,1.0,0.3333333333333333,0.6666666666666666,3.0,2.0,4.0,1.0,0.6,0.8,6.0,4.0,6.0,4.0,0.6,0.6,,,,,,,,,0,1,1,0.0,0,177,-244
68,68,10284,New York Excelsior,London Spitfire,Overwatch League - Stage 2,London Spitfire,2018-02-24,False,10.0,2.0,9.0,4.0,12.0,13.0,0.8333333333333334,0.6923076923076923,10.0,2.0,9.0,4.0,12.0,13.0,0.8333333333333334,0.6923076923076923,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,4.0,1.0,2.0,3.0,0.8,0.4,8.0,2.0,6.0,4.0,0.8,0.6,,,,,,,,,1,1,2,0.5,1,,
69,69,10285,Los Angeles Gladiators,Dallas Fuel,Overwatch League - Stage 2,Dallas Fuel,2018-02-24,False,5.0,6.0,4.0,7.0,11.0,11.0,0.4545454545454545,0.3636363636363637,5.0,6.0,4.0,7.0,11.0,11.0,0.4545454545454545,0.3636363636363637,2.0,1.0,3.0,0.0,0.6666666666666666,1.0,3.0,2.0,3.0,2.0,0.6,0.6,4.0,6.0,4.0,6.0,0.4,0.4,,,,,,,,,0,1,1,0.0,1,110,-116
70,70,10286,Seoul Dynasty,San Francisco Shock,Overwatch League - Stage 2,Seoul Dynasty,2018-02-24,False,8.0,3.0,3.0,8.0,11.0,11.0,0.7272727272727273,0.2727272727272727,8.0,3.0,3.0,8.0,11.0,11.0,0.7272727272727273,0.2727272727272727,2.0,1.0,0.0,3.0,0.6666666666666666,0.0,3.0,2.0,1.0,4.0,0.6,0.2,7.0,3.0,3.0,7.0,0.7,0.3,,,,,,,,,1,0,1,1.0,0,-1000,532
71,71,10287,Florida Mayhem,Philadelphia Fusion,Overwatch League - Stage 2,Philadelphia Fusion,2018-02-24,False,1.0,10.0,7.0,4.0,11.0,11.0,0.09090909090909093,0.6363636363636364,1.0,10.0,7.0,4.0,11.0,11.0,0.09090909090909093,0.6363636363636364,0.0,3.0,2.0,1.0,0.0,0.6666666666666666,0.0,5.0,3.0,2.0,0.0,0.6,1.0,9.0,6.0,4.0,0.1,0.6,,,,,,,,,0,1,1,0.0,1,328,-476
72,72,10288,Houston Outlaws,Boston Uprising,Overwatch League - Stage 2,Houston Outlaws,2018-02-24,False,8.0,4.0,6.0,5.0,12.0,11.0,0.6666666666666666,0.5454545454545454,8.0,4.0,6.0,5.0,12.0,11.0,0.6666666666666666,0.5454545454545454,2.0,1.0,1.0,2.0,0.6666666666666666,0.3333333333333333,3.0,2.0,3.0,2.0,0.6,0.6,8.0,2.0,6.0,4.0,0.8,0.6,,,,,,,,,1,0,1,1.0,0,-263,192
73,73,10289,Los Angeles Valiant,Shanghai Dragons,Overwatch League - Stage 2,Los Angeles Valiant,2018-02-25,False,7.0,4.0,0.0,11.0,11.0,11.0,0.6363636363636364,0.0,7.0,4.0,0.0,11.0,11.0,11.0,0.6363636363636364,0.0,2.0,1.0,0.0,3.0,0.6666666666666666,0.0,3.0,2.0,0.0,5.0,0.6,0.0,6.0,4.0,0.0,10.0,0.6,0.0,,,,,,,,,1,0,1,1.0,0,-1000,543
74,74,10290,Dallas Fuel,Seoul Dynasty,Overwatch League - Stage 2,Seoul Dynasty,2018-03-01,False,5.0,7.0,9.0,3.0,12.0,12.0,0.4166666666666667,0.75,5.0,7.0,9.0,3.0,12.0,12.0,0.4166666666666667,0.75,3.0,0.0,3.0,0.0,1.0,1.0,4.0,1.0,4.0,1.0,0.8,0.8,5.0,5.0,7.0,3.0,0.5,0.7,,,,,,,,,0,1,1,0.0,1,,
75,75,10291,San Francisco Shock,Los Angeles Valiant,Overwatch League - Stage 2,Los Angeles Valiant,2018-03-01,False,3.0,9.0,8.0,4.0,12.0,12.0,0.25,0.6666666666666666,3.0,9.0,8.0,4.0,12.0,12.0,0.25,0.6666666666666666,0.0,3.0,2.0,1.0,0.0,0.6666666666666666,1.0,4.0,3.0,2.0,0.2,0.6,2.0,8.0,6.0,4.0,0.2,0.6,,,,,,,,,0,1,1,0.0,1,244,-333
76,76,10292,Shanghai Dragons,Los Angeles Gladiators,Overwatch League - Stage 2,Los Angeles Gladiators,2018-03-01,False,0.0,12.0,5.0,7.0,12.0,12.0,0.0,0.4166666666666667,0.0,12.0,5.0,7.0,12.0,12.0,0.0,0.4166666666666667,0.0,3.0,1.0,2.0,0.0,0.3333333333333333,0.0,5.0,2.0,3.0,0.0,0.4,0.0,10.0,4.0,6.0,0.0,0.4,,,,,,,,,0,1,1,0.0,1,405,-526
77,77,10293,London Spitfire,Florida Mayhem,Overwatch League - Stage 2,London Spitfire,2018-03-02,False,10.0,4.0,1.0,11.0,14.0,12.0,0.7142857142857143,0.08333333333333333,10.0,4.0,1.0,11.0,14.0,12.0,0.7142857142857143,0.08333333333333333,2.0,1.0,0.0,3.0,0.6666666666666666,0.0,3.0,2.0,0.0,5.0,0.6,0.0,6.0,4.0,1.0,9.0,0.6,0.1,,,,,,,,,1,0,1,1.0,0,,
78,78,10294,Philadelphia Fusion,Houston Outlaws,Overwatch League - Stage 2,Philadelphia Fusion,2018-03-02,False,8.0,4.0,9.0,4.0,12.0,13.0,0.6666666666666666,0.6923076923076923,8.0,4.0,9.0,4.0,12.0,13.0,0.6666666666666666,0.6923076923076923,3.0,0.0,2.0,1.0,1.0,0.6666666666666666,3.0,2.0,4.0,1.0,0.6,0.8,7.0,3.0,8.0,2.0,0.7,0.8,,,,,,,,,1,0,1,1.0,0,187,-256
79,79,10295,Boston Uprising,New York Excelsior,Overwatch League - Stage 2,New York Excelsior,2018-03-02,False,6.0,6.0,10.0,3.0,12.0,13.0,0.5,0.7692307692307693,6.0,6.0,10.0,3.0,12.0,13.0,0.5,0.7692307692307693,0.0,3.0,1.0,2.0,0.0,0.3333333333333333,2.0,3.0,3.0,2.0,0.4,0.6,5.0,5.0,7.0,3.0,0.5,0.7,,,,,,,,,0,1,1,0.0,1,334,-500
80,80,10296,Florida Mayhem,Boston Uprising,Overwatch League - Stage 2,Boston Uprising,2018-03-03,False,1.0,12.0,6.0,7.0,13.0,13.0,0.07692307692307693,0.4615384615384616,1.0,12.0,6.0,7.0,13.0,13.0,0.07692307692307693,0.4615384615384616,0.0,3.0,0.0,3.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,0.2,1.0,9.0,5.0,5.0,0.1,0.5,,,,,,,,,0,1,1,0.0,1,,
81,81,10297,Seoul Dynasty,Los Angeles Gladiators,Overwatch League - Stage 2,Seoul Dynasty,2018-03-03,False,10.0,3.0,6.0,7.0,13.0,13.0,0.7692307692307693,0.4615384615384616,10.0,3.0,6.0,7.0,13.0,13.0,0.7692307692307693,0.4615384615384616,3.0,0.0,2.0,1.0,1.0,0.6666666666666666,4.0,1.0,3.0,2.0,0.8,0.6,7.0,3.0,4.0,6.0,0.7,0.4,,,,,,,,,1,0,1,1.0,0,-714,419
82,82,10298,Los Angeles Valiant,Dallas Fuel,Overwatch League - Stage 2,Los Angeles Valiant,2018-03-03,False,9.0,4.0,5.0,8.0,13.0,13.0,0.6923076923076923,0.38461538461538464,9.0,4.0,5.0,8.0,13.0,13.0,0.6923076923076923,0.38461538461538464,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,4.0,1.0,4.0,1.0,0.8,0.8,7.0,3.0,5.0,5.0,0.7,0.5,,,,,,,,,1,0,1,1.0,0,-112,-116
83,83,10299,London Spitfire,Philadelphia Fusion,Overwatch League - Stage 2,London Spitfire,2018-03-03,False,11.0,4.0,9.0,4.0,15.0,13.0,0.7333333333333333,0.6923076923076923,11.0,4.0,9.0,4.0,15.0,13.0,0.7333333333333333,0.6923076923076923,2.0,1.0,3.0,0.0,0.6666666666666666,1.0,4.0,1.0,4.0,1.0,0.8,0.8,7.0,3.0,7.0,3.0,0.7,0.7,,,,,,,,,1,0,1,1.0,0,-263,204
84,84,10300,New York Excelsior,Houston Outlaws,Overwatch League - Stage 2,New York Excelsior,2018-03-03,False,11.0,3.0,9.0,5.0,14.0,14.0,0.7857142857142857,0.6428571428571429,11.0,3.0,9.0,5.0,14.0,14.0,0.7857142857142857,0.6428571428571429,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,3.0,2.0,3.0,2.0,0.6,0.6,7.0,3.0,7.0,3.0,0.7,0.7,,,,,,,,,1,0,1,1.0,0,-238,170
85,85,10301,San Francisco Shock,Shanghai Dragons,Overwatch League - Stage 2,San Francisco Shock,2018-03-04,False,3.0,10.0,0.0,13.0,13.0,13.0,0.2307692307692308,0.0,3.0,10.0,0.0,13.0,13.0,13.0,0.2307692307692308,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,2.0,8.0,0.0,10.0,0.2,0.0,,,,,,,,,1,0,1,1.0,0,,
86,86,10302,Shanghai Dragons,Seoul Dynasty,Overwatch League - Stage 2,Seoul Dynasty,2018-03-08,False,0.0,14.0,11.0,3.0,14.0,14.0,0.0,0.7857142857142857,0.0,14.0,11.0,3.0,14.0,14.0,0.0,0.7857142857142857,0.0,3.0,3.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,10.0,7.0,3.0,0.0,0.7,,,,,,,,,0,1,1,0.0,1,,
87,87,10303,Dallas Fuel,San Francisco Shock,Overwatch League - Stage 2,San Francisco Shock,2018-03-08,False,5.0,9.0,4.0,10.0,14.0,14.0,0.35714285714285715,0.2857142857142857,5.0,9.0,4.0,10.0,14.0,14.0,0.35714285714285715,0.2857142857142857,1.0,2.0,1.0,2.0,0.3333333333333333,0.3333333333333333,3.0,2.0,1.0,4.0,0.6,0.2,5.0,5.0,2.0,8.0,0.5,0.2,,,,,,,,,1,0,1,1.0,1,-233,183
88,88,10304,Los Angeles Gladiators,Los Angeles Valiant,Overwatch League - Stage 2,Los Angeles Gladiators,2018-03-08,False,6.0,8.0,10.0,4.0,14.0,14.0,0.42857142857142855,0.7142857142857143,6.0,8.0,10.0,4.0,14.0,14.0,0.42857142857142855,0.7142857142857143,1.0,2.0,3.0,0.0,0.3333333333333333,1.0,2.0,3.0,4.0,1.0,0.4,0.8,4.0,6.0,8.0,2.0,0.4,0.8,,,,,,,,,0,1,1,0.0,0,179,-233
89,89,10305,Seoul Dynasty,Philadelphia Fusion,Overwatch League - Stage 2,Seoul Dynasty,2018-03-09,False,12.0,3.0,9.0,5.0,15.0,14.0,0.8,0.6428571428571429,12.0,3.0,9.0,5.0,15.0,14.0,0.8,0.6428571428571429,3.0,0.0,2.0,1.0,1.0,0.6666666666666666,5.0,0.0,4.0,1.0,1.0,0.8,7.0,3.0,7.0,3.0,0.7,0.7,,,,,,,,,0,0,0,,0,,
90,90,10306,Los Angeles Valiant,Houston Outlaws,Overwatch League - Stage 2,Los Angeles Valiant,2018-03-09,False,10.0,5.0,9.0,6.0,15.0,15.0,0.6666666666666666,0.6,10.0,5.0,9.0,6.0,15.0,15.0,0.6666666666666666,0.6,2.0,1.0,1.0,2.0,0.6666666666666666,0.3333333333333333,3.0,2.0,2.0,3.0,0.6,0.4,7.0,3.0,6.0,4.0,0.7,0.6,,,,,,,,,0,0,0,,0,198,-270
91,91,10307,Shanghai Dragons,Boston Uprising,Overwatch League - Stage 2,Boston Uprising,2018-03-09,False,0.0,15.0,7.0,7.0,15.0,14.0,0.0,0.5,0.0,15.0,7.0,7.0,15.0,14.0,0.0,0.5,0.0,3.0,1.0,2.0,0.0,0.3333333333333333,0.0,5.0,1.0,4.0,0.0,0.2,0.0,10.0,6.0,4.0,0.0,0.6,,,,,,,,,0,0,0,,1,363,-625
92,92,10308,Boston Uprising,London Spitfire,Overwatch League - Stage 2,London Spitfire,2018-03-10,False,8.0,7.0,12.0,4.0,15.0,16.0,0.5333333333333333,0.75,8.0,7.0,12.0,4.0,15.0,16.0,0.5333333333333333,0.75,2.0,1.0,3.0,0.0,0.6666666666666666,1.0,2.0,3.0,4.0,1.0,0.4,0.8,6.0,4.0,7.0,3.0,0.6,0.7,,,,,,,,,1,0,1,1.0,1,,
93,93,10309,Philadelphia Fusion,New York Excelsior,Overwatch League - Stage 2,New York Excelsior,2018-03-10,False,9.0,6.0,12.0,3.0,15.0,15.0,0.6,0.8,9.0,6.0,12.0,3.0,15.0,15.0,0.6,0.8,1.0,2.0,2.0,1.0,0.3333333333333333,0.6666666666666666,3.0,2.0,3.0,2.0,0.6,0.6,6.0,4.0,8.0,2.0,0.6,0.8,,,,,,,,,1,0,1,1.0,1,326,-476
94,94,10310,Houston Outlaws,Florida Mayhem,Overwatch League - Stage 2,Houston Outlaws,2018-03-10,False,9.0,7.0,1.0,13.0,16.0,14.0,0.5625,0.07142857142857142,9.0,7.0,1.0,13.0,16.0,14.0,0.5625,0.07142857142857142,0.0,3.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,5.0,0.4,0.0,5.0,5.0,0.0,10.0,0.5,0.0,,,,,,,,,1,0,1,1.0,0,-476,330
95,95,10311,Los Angeles Gladiators,London Spitfire,Overwatch League - Stage 2,Los Angeles Gladiators,2018-03-10,False,7.0,8.0,12.0,4.0,15.0,16.0,0.4666666666666667,0.75,7.0,8.0,12.0,4.0,15.0,16.0,0.4666666666666667,0.75,2.0,1.0,3.0,0.0,0.6666666666666666,1.0,3.0,2.0,4.0,1.0,0.6,0.8,5.0,5.0,7.0,3.0,0.5,0.7,,,,,,,,,0,0,0,,0,478,-909
96,96,10312,San Francisco Shock,New York Excelsior,Overwatch League - Stage 2,New York Excelsior,2018-03-10,False,5.0,10.0,12.0,3.0,15.0,15.0,0.3333333333333333,0.8,5.0,10.0,12.0,3.0,15.0,15.0,0.3333333333333333,0.8,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,2.0,3.0,3.0,2.0,0.4,0.6,3.0,7.0,8.0,2.0,0.3,0.8,,,,,,,,,0,0,0,,1,603,-1429
97,97,10313,Dallas Fuel,Florida Mayhem,Overwatch League - Stage 2,Florida Mayhem,2018-03-11,False,5.0,10.0,1.0,14.0,15.0,15.0,0.3333333333333333,0.06666666666666668,5.0,10.0,1.0,14.0,15.0,15.0,0.3333333333333333,0.06666666666666668,0.0,3.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,5.0,0.4,0.0,5.0,5.0,0.0,10.0,0.5,0.0,,,,,,,,,0,0,0,,1,-222,163
98,98,10314,Dallas Fuel,Boston Uprising,Overwatch League - Stage 2,Boston Uprising,2018-03-14,False,5.0,11.0,8.0,8.0,16.0,16.0,0.3125,0.5,5.0,11.0,8.0,8.0,16.0,16.0,0.3125,0.5,0.0,3.0,2.0,1.0,0.0,0.6666666666666666,1.0,4.0,2.0,3.0,0.2,0.4,4.0,6.0,5.0,5.0,0.4,0.5,,,,,,,,,0,1,1,0.0,1,,
99,99,10315,Seoul Dynasty,New York Excelsior,Overwatch League - Stage 2,New York Excelsior,2018-03-15,False,13.0,3.0,14.0,3.0,16.0,17.0,0.8125,0.8235294117647058,13.0,3.0,14.0,3.0,16.0,17.0,0.8125,0.8235294117647058,3.0,0.0,3.0,0.0,1.0,1.0,5.0,0.0,4.0,1.0,1.0,0.8,8.0,2.0,8.0,2.0,0.8,0.8,,,,,,,,,0,1,1,0.0,1,,
100,100,10316,Shanghai Dragons,Philadelphia Fusion,Overwatch League - Stage 2,Philadelphia Fusion,2018-03-15,False,0.0,16.0,9.0,7.0,16.0,16.0,0.0,0.5625,0.0,16.0,9.0,7.0,16.0,16.0,0.0,0.5625,0.0,3.0,0.0,3.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,0.4,0.0,10.0,5.0,5.0,0.0,0.5,,,,,,,,,0,1,1,0.0,1,,
101,101,10317,New York Excelsior,Shanghai Dragons,Overwatch League - Stage 2,New York Excelsior,2018-03-15,False,14.0,3.0,0.0,16.0,17.0,16.0,0.8235294117647058,0.0,14.0,3.0,0.0,16.0,17.0,16.0,0.8235294117647058,0.0,3.0,0.0,0.0,3.0,1.0,0.0,4.0,1.0,0.0,5.0,0.8,0.0,8.0,2.0,0.0,10.0,0.8,0.0,,,,,,,,,1,0,1,1.0,0,,
102,102,10318,Los Angeles Valiant,Florida Mayhem,Overwatch League - Stage 2,Florida Mayhem,2018-03-16,False,11.0,5.0,2.0,14.0,16.0,16.0,0.6875,0.125,11.0,5.0,2.0,14.0,16.0,16.0,0.6875,0.125,2.0,1.0,1.0,2.0,0.6666666666666666,0.3333333333333333,4.0,1.0,1.0,4.0,0.8,0.2,7.0,3.0,1.0,9.0,0.7,0.1,,,,,,,,,1,0,1,1.0,1,-417,312
103,103,10319,Los Angeles Gladiators,Houston Outlaws,Overwatch League - Stage 2,Los Angeles Gladiators,2018-03-16,False,8.0,8.0,10.0,7.0,16.0,17.0,0.5,0.5882352941176471,8.0,8.0,10.0,7.0,16.0,17.0,0.5,0.5882352941176471,2.0,1.0,1.0,2.0,0.6666666666666666,0.3333333333333333,3.0,2.0,2.0,3.0,0.6,0.4,6.0,4.0,5.0,5.0,0.6,0.5,,,,,,,,,0,1,1,0.0,0,-244,185
104,104,10320,Florida Mayhem,Los Angeles Gladiators,Overwatch League - Stage 2,Los Angeles Gladiators,2018-03-16,False,2.0,14.0,8.0,8.0,16.0,16.0,0.125,0.5,2.0,14.0,8.0,8.0,16.0,16.0,0.125,0.5,1.0,2.0,2.0,1.0,0.3333333333333333,0.6666666666666666,1.0,4.0,3.0,2.0,0.2,0.6,1.0,9.0,6.0,4.0,0.1,0.6,,,,,,,,,0,1,1,0.0,1,392,-500
105,105,10321,San Francisco Shock,London Spitfire,Overwatch League - Stage 2,London Spitfire,2018-03-17,False,5.0,11.0,13.0,5.0,16.0,18.0,0.3125,0.7222222222222222,5.0,11.0,13.0,5.0,16.0,18.0,0.3125,0.7222222222222222,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,2.0,3.0,4.0,1.0,0.4,0.8,3.0,7.0,6.0,4.0,0.3,0.6,,,,,,,,,0,1,1,0.0,1,,
106,106,10322,Boston Uprising,Los Angeles Valiant,Overwatch League - Stage 2,Boston Uprising,2018-03-17,False,9.0,8.0,11.0,6.0,17.0,17.0,0.5294117647058824,0.6470588235294118,9.0,8.0,11.0,6.0,17.0,17.0,0.5294117647058824,0.6470588235294118,2.0,1.0,1.0,2.0,0.6666666666666666,0.3333333333333333,3.0,2.0,3.0,2.0,0.6,0.6,5.0,5.0,6.0,4.0,0.5,0.6,,,,,,,,,1,0,1,1.0,0,,
107,107,10323,London Spitfire,Seoul Dynasty,Overwatch League - Stage 2,London Spitfire,2018-03-17,False,13.0,5.0,13.0,4.0,18.0,17.0,0.7222222222222222,0.7647058823529411,13.0,5.0,13.0,4.0,18.0,17.0,0.7222222222222222,0.7647058823529411,2.0,1.0,2.0,1.0,0.6666666666666666,0.6666666666666666,4.0,1.0,4.0,1.0,0.8,0.8,6.0,4.0,8.0,2.0,0.6,0.8,,,,,,,,,1,0,1,1.0,0,,
108,108,10324,Houston Outlaws,San Francisco Shock,Overwatch League - Stage 2,San Francisco Shock,2018-03-17,False,10.0,8.0,5.0,11.0,18.0,16.0,0.5555555555555556,0.3125,10.0,8.0,5.0,11.0,18.0,16.0,0.5555555555555556,0.3125,1.0,2.0,2.0,1.0,0.3333333333333333,0.6666666666666666,1.0,4.0,2.0,3.0,0.2,0.4,5.0,5.0,3.0,7.0,0.5,0.3,,,,,,,,,1,0,1,1.0,1,,
109,109,10325,Philadelphia Fusion,Dallas Fuel,Overwatch League - Stage 2,Philadelphia Fusion,2018-03-18,False,10.0,7.0,5.0,12.0,17.0,17.0,0.5882352941176471,0.29411764705882354,10.0,7.0,5.0,12.0,17.0,17.0,0.5882352941176471,0.29411764705882354,1.0,2.0,0.0,3.0,0.3333333333333333,0.0,2.0,3.0,0.0,5.0,0.4,0.0,5.0,5.0,4.0,6.0,0.5,0.4,,,,,,,,,1,0,1,1.0,0,-714,559
110,110,10576,Philadelphia Fusion,Los Angeles Gladiators,Overwatch League - Stage 2,Philadelphia Fusion,2018-03-21,False,11.0,7.0,10.0,8.0,18.0,18.0,0.6111111111111112,0.5555555555555556,11.0,7.0,10.0,8.0,18.0,18.0,0.6111111111111112,0.5555555555555556,2.0,1.0,3.0,0.0,0.6666666666666666,1.0,2.0,3.0,4.0,1.0,0.4,0.8,6.0,4.0,7.0,3.0,0.6,0.7,,,,,,,,,0,1,1,0.0,0,,
111,111,10577,San Francisco Shock,Florida Mayhem,Overwatch League - Stage 2,Florida Mayhem,2018-03-22,False,6.0,12.0,3.0,15.0,18.0,18.0,0.3333333333333333,0.16666666666666666,6.0,12.0,3.0,15.0,18.0,18.0,0.3333333333333333,0.16666666666666666,1.0,2.0,2.0,1.0,0.3333333333333333,0.6666666666666666,3.0,2.0,2.0,3.0,0.6,0.4,3.0,7.0,2.0,8.0,0.3,0.2,,,,,,,,,1,0,1,1.0,1,-125,-111
112,112,10578,Houston Outlaws,Shanghai Dragons,Overwatch League - Stage 2,Houston Outlaws,2018-03-22,False,10.0,9.0,0.0,18.0,19.0,18.0,0.5263157894736842,0.0,10.0,9.0,0.0,18.0,19.0,18.0,0.5263157894736842,0.0,1.0,2.0,0.0,3.0,0.3333333333333333,0.0,1.0,4.0,0.0,5.0,0.2,0.0,4.0,6.0,0.0,10.0,0.4,0.0,,,,,,,,,1,0,1,1.0,0,-10000,900
